Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks
AN1,STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,-3.517,2.413,-2.851,-5.937,-3.349,-1.975,2.554,1.26,4.022,8.4,9.065,10.067,11.162,16.308,19.82,24.435,26.624,32.955,36.769,39.248,38.216,46.364,56.155,55.757,55.597,61.635,NaN,50.819,49.314,51.053,53.422,48.541,45.998,42.503,46.71,50.615,55.265,62.439,52.483,48.868,44.875,51.689,47.747,45.784,47.001,48.256,51.908,53.0,58.389,66.416,67.55,70.623,79.624,78.751,89.353,94.538,108.497,103.554,103.795
ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),-1.362,-0.482,-8.896,-14.728,-13.179,-8.867,-7.886,-10.315,-4.627,2.58,8.147,10.206,12.737,22.032,27.262,40.756,51.89,62.531,70.493,70.158,68.005,81.179,111.342,110.011,110.929,113.59,NaN,73.896,70.251,75.189,77.617,67.947,62.733,52.661,62.425,71.703,84.957,96.64,74.502,65.172,53.851,70.344,52.736,44.246,50.759,56.816,61.967,64.038,72.483,97.362,106.153,112.96,123.141,125.734,148.049,159.916,199.559,185.763,186.204
TPF,TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU,-0.537,-3.234,-4.258,-3.737,-3.522,-0.103,-0.18,-3.974,-2.993,-3.713,-6.715,-6.849,-6.625,-5.628,-5.605,-2.138,-1.444,0.258,1.355,2.611,3.019,5.249,6.226,5.937,5.506,4.011,NaN,5.592,5.249,5.678,5.937,5.363,4.626,3.485,3.402,3.595,3.183,4.402,4.57,5.05,5.764,5.822,5.592,6.197,5.793,6.517,6.927,7.488,8.872,11.397,11.975,11.493,12.233,12.46,12.852,13.147,13.114,13.246,13.843
TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,-2.966,-2.046,-7.307,-11.061,-8.056,-4.526,-2.399,-4.42,-2.798,1.905,5.182,7.968,10.251,16.953,22.329,31.75,37.645,48.754,56.003,56.915,53.762,65.065,78.161,77.678,76.882,84.908,NaN,67.798,65.186,69.61,70.104,61.969,58.527,52.064,55.417,53.885,60.824,70.007,61.725,57.606,50.252,60.344,46.378,41.258,46.762,51.148,55.363,59.279,70.255,91.637,98.053,108.412,125.548,126.099,139.124,141.706,160.738,159.228,159.654
TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),-2.285,-0.07,-7.092,-11.371,-8.052,-4.777,-1.025,-3.959,1.801,8.148,11.363,9.991,12.366,18.199,20.327,27.87,33.961,48.144,55.299,55.264,51.247,67.042,86.226,90.355,82.234,101.234,NaN,70.561,66.732,72.661,73.152,61.617,56.067,47.032,53.862,51.18,57.845,84.323,73.992,67.832,59.761,75.073,59.023,52.118,55.115,56.332,57.277,57.495,60.695,72.678,71.316,74.911,84.883,89.361,98.1,100.276,115.319,112.196,113.085
TCB,TACİRLER PORTFÖY PARA PİYASASI FONU,1.429,1.429,1.429,2.899,2.899,4.412,4.412,5.97,5.97,5.97,7.576,7.576,7.576,9.231,9.231,9.231,10.937,10.937,12.698,12.698,12.698,12.698,14.516,14.516,14.516,14.516,NaN,14.516,16.393,16.393,16.393,16.393,16.393,16.393,16.393,18.333,18.333,18.333,18.333,18.333,18.333,18.333,20.339,20.339,20.339,20.339,20.339,20.339,20.339,20.339,22.414,22.414,22.414,22.414,22.414,22.414,22.414,24.561,24.561
TUA,TEB PORTFÖY ALTIN FONU,0.499,1.003,6.332,11.326,9.809,7.754,8.625,8.333,7.754,8.043,7.467,8.043,7.181,6.053,5.497,10.109,11.944,12.57,16.474,21.021,22.121,35.235,39.931,38.966,35.69,33.887,NaN,42.403,39.446,42.908,46.014,46.014,50.936,59.289,58.661,61.2,60.558,56.809,53.817,52.652,52.652,55.0,59.289,59.921,62.5,63.821,63.158,62.5,66.529,65.844,67.22,77.533,75.983,79.911,75.983,70.763,75.217,77.533,78.319
TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,2.356,3.008,4.345,5.142,4.928,5.446,6.045,5.827,5.114,7.011,4.522,3.123,3.951,3.954,3.665,6.174,10.909,11.52,14.68,21.41,25.285,42.297,53.352,53.705,44.893,45.02,NaN,45.464,43.527,46.812,48.011,51.332,54.53,56.864,57.891,58.329,57.321,55.38,51.881,52.762,53.487,53.007,57.502,55.488,56.395,56.154,56.817,57.479,60.271,62.009,64.378,73.854,70.138,77.685,78.606,78.119,78.281,80.57,77.595
TFF,TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU,5.133,1.538,-0.301,3.281,2.164,4.159,0.184,0.015,-0.86,5.615,4.809,1.766,-0.882,-2.369,-1.805,0.421,5.239,7.894,10.39,14.663,20.249,34.978,45.304,52.267,59.838,62.687,NaN,62.202,62.182,63.725,60.897,69.016,70.136,74.123,70.264,73.302,68.827,68.701,61.489,71.77,81.248,81.951,91.508,92.402,91.239,87.134,80.215,76.909,79.028,80.91,80.742,97.03,84.493,92.757,97.058,88.875,88.117,89.56,82.39
YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),-3.312,-0.061,-7.028,-10.616,-10.324,-4.361,2.28,-6.553,2.535,4.401,10.553,6.199,15.794,19.903,33.387,29.196,43.89,45.032,47.68,51.257,52.85,62.409,91.835,89.842,49.606,88.034,NaN,66.746,67.141,74.162,72.759,70.079,67.368,59.47,85.002,99.354,97.202,119.484,97.518,93.794,73.062,94.328,72.337,62.249,59.625,64.851,85.21,85.978,86.611,95.561,109.957,115.836,117.933,105.412,132.407,141.744,168.152,164.7,133.066
TE4,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.775,0.558,0.731,1.43,2.093,3.173,3.86,3.401,4.137,5.166,3.401,3.906,4.978,5.498,6.846,10.113,11.317,13.092,15.548,19.196,20.422,30.928,37.141,36.741,39.845,38.194,NaN,37.868,36.501,37.706,37.625,37.383,38.275,36.981,38.194,39.262,42.051,43.62,42.224,42.57,43.18,44.328,44.685,43.356,43.444,44.417,45.133,44.239,45.404,47.604,47.418,47.14,47.977,50.16,51.325,51.816,53.912,54.42,55.239
TPC,TEB PORTFÖY BİRİNCİ FON SEPETİ FONU,0.943,-0.101,2.413,5.824,2.883,3.013,3.424,4.411,3.948,5.847,5.191,4.655,4.3,3.97,5.034,8.363,12.343,14.698,16.765,20.686,23.501,37.427,43.85,44.103,46.156,42.642,NaN,41.17,39.135,41.698,44.145,47.735,50.719,50.214,47.912,50.076,49.802,48.001,48.761,45.251,44.526,45.251,48.582,45.724,46.548,48.046,47.823,45.379,48.09,48.313,45.724,46.33,50.997,54.019,53.443,49.257,57.719,58.379,56.616
TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,1.719,2.802,3.312,4.339,4.764,5.757,6.647,6.931,7.217,8.412,6.769,6.176,6.864,6.858,7.57,11.054,13.323,13.866,17.155,23.859,25.731,41.722,53.475,55.667,46.629,50.799,NaN,51.492,50.234,51.856,52.228,52.608,54.359,56.866,59.252,59.984,60.438,59.464,57.323,58.494,58.879,58.757,58.528,58.798,58.994,59.171,59.021,59.252,60.059,61.348,61.292,63.156,63.989,66.606,67.271,67.843,67.609,69.454,70.057
TBT,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU,0.512,-0.26,-0.656,-0.401,-0.006,0.323,0.304,0.737,1.197,1.635,2.023,2.292,2.688,3.022,3.396,3.51,4.02,4.85,5.37,5.823,6.272,7.525,8.162,8.264,11.964,11.755,NaN,12.313,12.053,11.019,10.152,9.533,9.437,6.232,6.127,6.484,7.279,7.715,8.374,8.457,7.809,8.423,7.771,8.438,8.344,9.456,9.968,10.371,10.924,11.418,11.282,11.438,12.062,13.087,13.993,14.144,14.434,14.527,14.947
TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,1.631,2.692,3.316,4.123,4.454,5.553,6.428,6.687,6.969,8.144,6.364,5.85,6.428,6.278,7.023,10.551,12.959,13.36,16.495,23.853,25.701,42.086,53.387,55.516,47.644,51.163,NaN,51.707,50.493,52.036,52.322,52.697,54.331,56.813,59.256,59.885,60.347,59.352,57.258,58.37,58.8,58.537,58.274,58.489,58.704,58.68,58.489,58.608,59.208,60.323,60.298,61.677,62.676,65.047,65.67,65.879,66.141,68.994,69.538
GMC,TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU,1.604,0.0,4.197,10.93,3.202,1.829,4.138,4.852,-0.38,1.604,5.212,4.792,1.548,-0.97,-2.391,0.218,8.763,10.264,14.812,14.241,13.817,30.099,37.603,37.603,35.074,28.912,NaN,30.654,30.84,34.875,40.229,45.447,51.568,63.872,60.297,61.85,57.143,54.24,50.574,44.874,42.957,41.416,43.853,43.404,44.646,48.504,46.96,48.625,59.185,62.279,58.362,65.198,76.805,78.696,85.368,69.621,79.22,80.629,76.635
TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),-0.099,2.014,-4.253,-8.985,-5.767,-2.126,-0.491,-4.614,-1.363,2.427,4.111,2.22,10.59,16.705,23.086,30.879,35.791,46.176,51.194,54.421,53.718,71.986,89.7,85.872,69.398,88.993,NaN,73.162,71.986,78.345,81.216,77.408,74.055,69.115,78.66,85.872,86.556,99.409,80.57,75.868,70.826,87.941,74.655,65.523,71.115,76.789,83.514,86.213,91.856,108.866,111.482,117.382,133.949,128.153,148.284,153.25,182.961,173.784,167.989
IDY,TEB PORTFÖY İKİNCİ DEĞİŞKEN FON,1.408,0.0,0.0,1.408,1.408,2.857,2.857,2.857,4.348,4.348,2.857,4.348,5.882,5.882,7.463,9.091,10.769,12.5,14.286,18.033,20.0,28.571,33.333,33.333,35.849,33.333,NaN,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,38.462,38.462,38.462,38.462,41.176,41.176,41.176,38.462,38.462,41.176,41.176,41.176,41.176,44.0,41.176,41.176,44.0,46.939,50.0,50.0,50.0,53.191,53.191
TJI,TEB PORTFÖY İKİNCİ FON SEPETİ FONU,1.055,0.973,0.769,1.384,1.384,2.808,3.191,2.765,3.664,5.822,5.241,4.534,6.274,7.328,9.306,13.079,15.706,18.121,20.64,25.315,27.236,40.678,49.55,49.729,46.557,49.729,NaN,47.076,45.614,47.95,48.834,49.281,50.09,49.46,50.818,52.855,53.231,53.42,51.829,51.368,51.644,53.42,54.084,52.294,52.948,53.514,54.275,52.667,57.495,56.9,56.015,57.695,60.129,62.215,65.669,65.339,71.134,70.782,68.814
TPZ,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU,1.721,2.576,3.293,4.199,4.371,5.463,5.782,6.027,6.596,8.192,5.951,5.765,6.315,6.87,7.449,11.297,12.855,14.065,16.964,25.816,27.212,47.794,58.882,60.628,55.756,57.938,NaN,57.658,57.025,58.352,59.148,59.856,61.075,62.612,63.975,63.733,63.672,63.371,62.473,63.01,63.01,63.05,63.33,63.914,64.096,64.36,64.461,65.053,66.042,67.443,68.354,69.773,70.863,72.57,73.222,73.29,71.259,72.235,73.335
MTX,TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON,6.294,3.139,1.119,4.03,4.15,6.232,1.918,1.517,0.893,5.119,6.419,3.316,0.166,-0.878,-0.55,1.063,6.357,8.724,14.223,15.982,20.95,37.102,46.553,51.213,57.541,61.339,NaN,56.045,54.049,55.241,55.91,59.77,62.646,69.195,66.544,70.956,62.208,63.975,58.37,63.382,71.28,75.607,82.341,84.576,87.254,83.825,81.974,73.25,77.854,82.157,80.519,96.413,87.448,91.015,100.333,93.056,98.79,93.676,84.765
TE3,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,0.751,0.806,1.37,2.214,2.532,4.3,4.955,5.126,5.895,6.897,5.843,6.658,7.54,7.991,9.006,11.122,12.167,13.501,15.507,19.206,20.646,28.226,32.568,32.377,35.811,34.017,NaN,34.577,33.613,34.591,34.619,35.071,35.854,35.897,36.43,37.244,38.202,39.247,39.142,39.64,41.001,41.714,42.451,42.121,41.996,42.483,42.989,42.388,43.323,45.099,45.279,44.952,45.707,47.323,48.307,49.011,50.526,51.375,52.306
SHE,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON,-0.318,1.686,0.256,-1.446,-1.01,1.096,1.489,-0.759,2.551,6.812,8.138,7.104,11.761,16.754,21.268,26.248,32.769,39.13,42.416,46.679,46.132,55.248,64.879,64.017,58.865,65.751,NaN,54.788,54.331,55.865,55.71,56.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TOT,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.596,1.203,1.76,2.371,2.984,3.568,4.259,4.96,5.596,6.25,6.837,7.577,8.076,8.609,9.129,9.61,10.13,11.004,11.503,11.982,12.44,12.889,13.327,13.784,14.08,14.469,NaN,15.274,15.686,16.104,16.45,16.831,17.209,17.445,17.842,18.416,18.828,19.22,19.627,20.033,20.451,20.844,21.253,21.661,22.069,22.231,22.633,23.034,23.436,23.833,24.234,24.627,25.015,25.458,25.86,26.26,26.664,27.07,27.457
TPP,TEB PORTFÖY PUSULA SERBEST FON,-0.979,-4.891,-4.728,-4.837,-4.23,0.726,1.787,-1.73,0.862,6.338,1.098,-1.097,-1.372,3.828,4.662,12.291,14.787,20.601,28.651,41.181,39.777,63.208,82.334,86.851,80.69,86.112,NaN,81.083,77.897,81.143,80.403,81.645,85.141,86.562,89.784,91.752,98.123,101.63,91.446,91.108,93.5,103.183,101.05,92.656,124.536,128.398,127.893,123.239,131.303,143.234,151.254,153.817,160.979,166.901,175.988,178.725,190.354,191.527,188.727
TBE,TEB PORTFÖY SAĞLIK VE BİYOTEKNOLOJİ DEĞİŞKEN FON,2.79,1.302,-1.685,-2.166,-1.685,0.0,-2.303,-2.845,-2.507,-0.214,-0.78,-1.408,-0.143,0.0,-0.498,5.74,8.443,9.119,11.023,14.379,17.253,31.579,40.421,39.303,38.203,36.852,NaN,32.325,31.209,32.45,35.397,37.525,37.931,41.557,36.187,38.067,34.745,36.719,32.45,30.475,31.209,31.951,30.841,31.086,31.455,30.841,32.953,29.87,36.719,39.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TJF,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,4.083,3.402,-0.252,2.463,-0.378,0.084,-2.947,-1.577,-3.696,-0.252,-1.863,-5.425,-6.248,-8.065,-7.922,-5.312,-0.587,1.023,3.447,7.237,11.419,25.716,33.728,33.728,35.563,36.264,NaN,36.03,35.408,39.225,36.894,43.004,45.193,41.552,38.009,40.879,37.449,37.529,33.127,35.1,38.331,37.052,44.573,47.45,47.542,45.104,41.552,38.331,40.963,42.574,42.488,53.364,53.562,61.512,64.539,60.528,60.311,57.856,48.187
TGX,TEB PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,2.895,-0.614,-2.542,-0.749,-4.833,-4.396,-6.242,-6.483,-7.433,-2.346,-4.018,-7.197,-9.165,-9.221,-7.551,-1.287,2.389,5.351,8.166,14.006,17.028,33.181,41.045,38.498,39.16,37.194,NaN,30.089,28.483,33.425,30.089,34.286,34.534,29.167,23.579,26.806,28.37,29.857,24.106,23.37,23.684,24.424,25.929,28.71,30.206,31.975,27.807,23.37,25.064,29.742,25.929,29.396,32.214,36.168,43.547,40.637,49.743,52.406,49.897
TCF,TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,0.985,0.772,1.198,2.279,2.134,3.384,3.832,3.832,4.512,5.9,4.818,4.894,5.666,6.213,7.485,10.207,12.012,13.608,15.9,19.071,20.774,31.985,38.476,38.744,39.147,39.282,NaN,38.61,37.285,38.744,39.013,39.553,40.509,40.234,40.922,42.178,43.17,43.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMV,TERA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,-0.377,1.848,0.379,-3.991,-0.75,1.07,-0.226,-0.899,-1.195,-2.362,-0.151,0.762,1.535,1.848,2.717,3.118,3.765,4.585,4.502,5.84,7.474,9.158,9.249,8.889,11.457,10.526,NaN,12.309,12.309,11.929,12.214,11.929,12.98,13.368,13.368,14.446,13.953,15.546,15.951,17.08,18.231,18.442,19.729,22.048,22.161,22.727,22.5,22.955,24.109,24.342,24.694,25.641,26.724,28.447,29.073,31.12,32.036,33.636,36.957
TMM,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,3.15,4.471,4.123,5.692,4.423,5.203,6.184,5.732,6.139,7.221,5.897,4.926,5.15,4.484,6.067,9.781,13.394,13.302,16.133,22.625,25.036,41.715,54.245,55.345,30.277,28.473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TVN,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU,3.537,4.235,1.595,3.143,1.69,2.654,1.69,2.266,2.17,5.146,4.739,1.977,2.17,1.404,4.638,5.556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),0.9,4.022,-3.584,-7.497,-5.746,-1.103,0.149,-4.474,-0.074,3.223,6.24,5.243,11.804,17.262,24.884,27.247,35.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KID,TRIVE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,2.974,4.614,4.338,5.967,5.432,8.229,7.759,7.717,8.087,9.43,7.58,6.661,6.886,6.897,7.831,11.766,16.155,15.744,18.934,25.152,27.493,44.946,57.113,59.247,48.753,53.241,NaN,54.578,52.864,54.617,54.594,54.696,56.147,59.198,61.39,62.24,63.083,60.87,57.502,59.882,60.269,59.992,59.916,59.006,59.048,59.331,59.056,59.481,62.327,64.794,64.883,65.402,67.126,68.372,67.834,67.098,67.733,NaN,NaN
KIF,TRIVE PORTFÖY EMTİA SERBEST FON,0.504,-0.499,2.344,6.317,4.88,4.959,4.566,5.038,2.57,2.721,2.796,2.269,1.526,0.072,-0.072,4.332,6.804,8.127,11.671,13.485,12.935,20.848,19.914,23.301,17.593,20.12,NaN,21.162,25.067,27.464,28.875,29.352,33.429,39.56,37.365,37.5,36.827,35.368,32.669,30.317,29.232,30.561,31.297,33.684,35.631,36.827,35.5,37.095,40.12,40.543,39.282,41.684,43.724,44.318,44.021,36.961,39.421,NaN,NaN
KIA,TRIVE PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,0.654,1.539,-1.598,-2.223,-0.912,1.095,0.819,-1.598,0.435,3.3,3.242,2.384,6.887,10.798,16.456,18.17,22.888,27.82,31.366,34.132,34.035,45.893,53.024,54.82,45.319,53.661,NaN,53.024,54.82,58.134,59.499,58.541,59.499,59.637,61.31,62.16,64.47,70.387,59.087,53.917,51.022,60.191,52.016,51.022,52.142,53.661,56.791,57.863,61.029,70.074,72.295,74.245,80.019,77.938,83.781,NaN,NaN,NaN,NaN
KIE,TRIVE PORTFÖY PARA PİYASASI (TL) FONU,0.647,1.377,2.042,2.792,3.476,4.17,4.794,5.426,6.065,6.712,7.368,7.948,8.618,9.297,9.984,10.68,11.474,12.279,13.096,13.832,14.578,15.334,16.003,16.681,17.267,17.96,NaN,19.165,19.777,20.396,21.021,21.652,22.183,22.827,23.369,24.025,24.577,25.134,25.583,26.264,26.836,27.413,27.879,28.466,29.059,29.537,30.14,30.748,31.238,31.857,32.356,32.858,33.492,34.004,34.649,35.169,35.825,36.355,37.023
KIB,TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,6.375,4.353,0.71,2.716,2.038,4.481,1.189,0.0,0.354,5.714,5.518,0.77,-0.874,-0.176,3.277,4.098,9.453,13.467,16.336,18.524,23.155,38.712,49.956,53.195,57.593,62.095,NaN,56.866,54.727,57.447,55.009,59.214,60.566,64.444,61.941,65.887,61.48,64.286,57.739,64.127,67.026,71.573,74.207,73.851,74.029,68.682,66.699,66.699,70.884,73.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UP1,ÜNLÜ PORTFÖY ALTIN FONU,0.119,-0.296,3.444,10.731,10.079,7.89,8.237,7.89,6.591,6.658,7.134,7.202,6.658,6.053,5.587,10.151,12.659,14.812,20.143,25.149,23.767,33.175,32.755,36.194,27.715,30.895,NaN,37.418,40.518,41.941,43.515,43.884,48.718,55.885,55.741,56.611,56.32,54.596,53.467,51.259,50.582,53.607,52.355,57.786,64.418,66.206,66.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SUA,ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.541,2.198,2.762,2.762,3.333,5.085,6.286,5.682,6.897,8.14,8.14,8.14,9.412,10.714,11.377,13.415,14.815,16.25,18.471,21.569,22.368,28.276,30.986,31.915,28.276,31.915,NaN,33.813,34.783,35.766,36.765,36.765,38.806,39.85,40.909,41.985,41.985,41.985,41.985,41.985,41.985,44.186,44.186,45.312,46.457,47.619,47.619,48.8,50.0,52.459,52.459,53.719,55.0,55.0,57.627,57.627,60.345,60.345,60.345
UPD,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,0.956,1.575,2.372,3.163,3.849,4.91,5.488,5.891,6.348,7.942,4.999,5.148,5.408,5.7,5.942,9.607,10.701,11.817,14.708,22.11,23.634,40.38,49.602,51.317,47.552,49.421,NaN,49.38,49.22,50.291,50.864,51.835,53.071,53.964,55.105,55.409,55.584,55.409,54.823,55.148,55.279,55.279,55.235,55.584,55.956,56.219,56.285,56.55,57.394,58.496,59.156,59.821,60.701,61.827,62.229,62.443,63.184,64.834,65.795
UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),-0.655,1.569,-3.154,-8.177,-4.493,-1.156,0.357,-3.312,0.768,4.505,7.66,5.994,12.171,16.468,23.565,27.937,33.397,42.421,46.05,50.146,47.273,64.128,80.687,80.245,65.763,84.5,NaN,69.411,68.912,76.001,81.088,75.881,72.393,65.817,72.932,76.583,77.801,92.271,76.785,72.489,66.119,82.283,68.985,64.337,68.856,76.282,82.994,86.075,92.176,112.351,112.38,122.296,140.168,133.605,153.672,155.895,184.187,171.664,170.052
SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,-0.518,1.587,-1.031,-4.478,-2.041,1.053,2.674,0.524,3.784,7.865,10.983,10.345,12.941,15.663,18.519,21.519,24.675,28.0,29.73,32.414,32.414,40.146,45.455,45.455,41.176,47.692,NaN,45.455,46.565,47.692,50.0,100.0,102.105,100.0,102.105,104.255,104.255,108.696,104.255,100.0,97.938,104.255,97.938,97.938,102.105,106.452,106.452,104.255,110.989,128.571,131.325,134.146,140.0,140.0,149.351,152.632,163.014,159.459,159.459
UJA,ÜNLÜ PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,0.274,0.993,1.497,2.176,2.865,3.505,4.212,4.808,5.23,5.899,5.899,6.951,7.264,7.579,7.896,8.279,9.118,9.575,9.706,10.301,12.608,14.509,15.085,15.448,16.847,16.402,NaN,17.901,18.588,18.819,19.051,19.128,19.987,19.987,19.987,20.938,20.381,21.58,22.886,23.884,24.983,25.068,26.015,28.311,28.581,29.308,29.399,29.95,30.879,31.443,31.537,32.393,33.164,34.435,34.533,35.831,36.54,37.359,38.502
USY,ÜNLÜ PORTFÖY MUTLAK GETİRİ HEDEFLİ SERBEST FON,3.0,4.04,1.98,4.04,5.102,6.186,4.04,4.04,3.0,7.292,5.102,3.0,1.98,1.98,1.98,3.0,7.292,9.574,13.187,19.767,24.096,41.096,51.471,63.492,58.462,63.492,NaN,63.492,66.129,63.492,66.129,68.852,74.576,83.929,83.929,83.929,83.929,80.702,77.586,77.586,80.702,83.929,90.741,94.34,98.077,94.34,94.34,94.34,98.077,98.077,98.077,101.961,101.961,106.0,106.0,106.0,106.0,106.0,106.0
UP2,ÜNLÜ PORTFÖY ONBİRİNCİ SERBEST (TL) FON,0.716,1.442,2.097,2.843,3.601,4.369,5.062,5.764,6.387,7.107,7.836,8.39,9.044,9.61,10.279,10.858,11.64,12.433,13.238,14.054,14.778,15.511,16.253,16.898,17.658,18.318,NaN,19.547,20.228,20.917,21.497,22.201,22.913,23.512,24.239,24.852,25.471,25.72,26.221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UPP,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU,0.663,1.335,2.015,2.656,3.304,3.961,4.626,5.248,5.876,6.46,7.049,7.591,8.193,8.802,9.475,10.098,10.787,11.426,12.131,12.845,13.508,14.24,14.919,15.543,16.111,16.749,NaN,17.849,18.374,18.904,19.438,20.045,20.59,21.071,21.555,22.114,22.677,23.104,23.605,24.11,24.546,25.059,25.576,26.097,26.623,27.001,27.458,27.918,28.382,28.927,29.397,29.792,30.27,30.75,31.235,31.722,32.296,32.709,33.208
SUC,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON,0.987,3.119,1.461,-0.145,2.269,4.14,5.578,3.627,5.74,7.972,8.638,8.92,10.252,12.213,13.747,16.62,18.426,20.981,23.669,27.394,27.372,34.859,39.686,40.803,32.43,38.714,NaN,39.532,41.408,42.876,44.21,44.872,45.905,44.789,46.3,46.725,47.439,49.654,47.296,46.271,45.345,48.83,47.01,47.038,49.418,51.299,52.211,52.487,56.007,63.344,64.444,67.463,70.058,69.601,74.006,75.052,79.28,78.603,78.561
