Fund Code,Fund Name,1 Week Return,2 Week Return,3 Week Return,4 Week Return,5 Week Return,6 Week Return,7 Week Return,8 Week Return,9 Week Return,10 Week Return,11 Week Return,12 Week Return,13 Week Return,14 Week Return,15 Week Return,16 Week Return,17 Week Return,18 Week Return,19 Week Return,20 Week Return,21 Week Return,22 Week Return,23 Week Return,24 Week Return,25 Week Return,26 Week Return
AAK,ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,1.5014,3.9149,4.3702,5.9829,8.3079,9.0233,7.8307,8.9663,8.5715,8.5389,9.3959,9.9109,11.3759,12.5881,14.2306,11.1877,8.8652,10.5199,13.3908,14.4873,12.681,15.3737,18.869,20.199,19.444,22.8469
AUT,ATA PORTFÖY DENGELİ DEĞİŞKEN FON,0.9117,2.1562,2.7461,4.6436,5.316,6.1719,6.5968,7.8417,8.2768,9.0469,9.8137,10.4936,10.3136,9.8686,9.6744,9.47,9.0598,8.8367,21.2913,20.9944,20.6099,20.1497,19.7364,19.3206,18.8854,18.271
ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,0.2066,0.9345,1.3987,2.4568,3.3002,4.5472,5.2982,6.5074,7.063,7.5317,8.3536,9.525,10.1272,11.6124,12.4325,13.2136,14.3202,14.8407,15.9871,16.8665,17.3207,17.9369,19.5057,17.0802,17.2015,17.7744
AAS,ATA PORTFÖY FON SEPETİ SERBEST FONU,0.0294,2.3962,-0.3264,1.4157,1.9409,2.9882,3.5575,4.2365,4.9835,5.0744,5.6653,6.574,7.2803,8.0986,8.8154,9.6642,10.6674,11.0225,12.1661,12.8879,13.4566,13.9257,15.0173,12.3982,12.5196,12.9696
AAV,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.315,8.0174,9.6735,15.676,17.4802,18.0496,14.2883,13.96,13.3576,11.624,12.8708,13.589,15.1437,15.851,18.9891,11.2152,2.9429,6.5285,12.2864,14.671,11.4295,17.5259,22.8595,28.1963,28.1566,34.9965
AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.7308,8.7792,9.4463,14.3024,17.0591,15.3472,13.0444,12.6259,13.5719,13.5208,14.1159,13.1603,14.9664,16.2733,20.6563,12.9543,6.975,7.9216,12.2819,14.5805,9.1488,13.6132,20.11,22.1223,20.5617,27.7281
AAL,ATA PORTFÖY PARA PİYASASI (TL) FONU,0.457,1.2533,2.0472,2.8413,3.5192,4.4518,5.2472,6.0375,6.8316,7.6276,8.375,9.1107,9.8458,10.5584,11.2788,12.0168,12.7497,13.5224,14.2119,14.8729,15.5502,16.2003,16.8297,17.4004,17.9685,18.5
RTG,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,-0.9036,2.6811,2.372,7.6863,4.1773,5.4352,6.0236,10.9787,11.576,12.6713,15.5984,21.5569,23.2766,29.9324,29.6039,24.3055,25.0417,24.8054,27.6542,24.2683,23.2138,21.9967,28.2804,29.6451,24.7912,21.9649
YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,1.234,2.1485,-0.317,-0.7538,-1.2088,1.013,1.6976,3.8244,4.1052,3.0927,3.5533,5.0303,5.2703,8.6142,8.6546,7.0669,6.5711,4.8268,5.9549,4.0913,4.6975,4.8336,9.3381,8.0136,5.8609,5.7385
DGH,ATA PORTFÖY ÜÇÜNCÜ SERBEST (TL) FONU,0.449,1.2436,2.0325,2.8485,3.5373,4.4602,5.2462,6.0221,6.8026,7.583,8.3598,9.1431,9.9425,10.7998,11.6347,12.4741,13.3198,14.172,14.9804,15.7847,16.5769,17.3565,18.1078,18.7654,19.4266,20.0669
TAL,ATLAS PORTFÖY ALTIN KATILIM FONU,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,
AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),4.0952,8.2159,8.4403,14.3889,18.6865,18.0164,12.9371,11.738,10.7438,12.5765,17.4869,19.1595,20.8807,19.1997,21.2154,11.1357,5.2825,10.3179,15.4938,18.5595,14.2245,20.224,27.4193,32.1707,30.3415,33.6271
AHU,ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.5275,1.3481,2.1308,3.0597,3.8414,4.7099,5.475,6.273,7.081,7.8826,8.7518,9.5573,10.3696,11.1818,12.0108,12.8839,13.5972,14.3823,15.2082,16.0565,16.8224,17.7052,18.452,19.3589,20.1137,20.927
PFS,ATLAS PORTFÖY FON SEPETİ FONU,1.2271,2.6243,3.0688,5.3761,6.7492,8.3232,6.3437,6.5068,6.2737,6.6077,8.8305,10.3736,10.9318,11.8726,12.3285,10.0774,10.0817,9.8385,12.2961,13.1329,12.7138,13.5857,15.7114,14.4809,14.0374,nan
DFI,ATLAS PORTFÖY İKİNCİ SERBEST (TL) FON,-6.0079,1.8817,7.3522,6.6061,-2.1539,10.1579,16.0194,-2.4325,-6.983,-24.377,-21.4805,-15.0888,-11.0901,-5.437,5.878,5.3212,2.7095,0.0418,5.4264,3.7344,0.79,-1.376,-6.6353,2.3945,6.1477,3.7307
PPT,ATLAS PORTFÖY PARA PİYASASI (TL) FONU,0.4749,1.3019,2.2492,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,
AHN,ATLAS PORTFÖY SERBEST(DÖVİZ)FON,0.6311,1.1665,1.3785,2.5423,3.6022,4.6741,5.2067,6.0606,6.7683,7.4434,8.1199,9.6237,10.395,12.1035,12.7781,13.0936,14.7302,14.7681,15.7539,16.0802,16.3287,16.8536,18.2928,15.6251,16.244,16.6941
BDC,AURA PORTFÖY BODRUM SERBEST FON,1.0889,2.6946,3.9814,6.8433,9.2471,11.8971,10.5489,10.2564,9.3449,8.3244,12.0853,12.4095,12.105,11.3254,11.6301,10.8378,8.1733,7.8817,13.115,13.1157,14.2396,16.4026,19.2202,18.644,20.1652,21.1319
IYB,AURA PORTFÖY DEĞİŞKEN FONU,-0.0112,0.8783,3.9076,6.0035,6.8502,5.4385,4.1309,4.6002,4.2647,5.6091,7.341,8.3053,9.6915,9.3822,11.2607,7.8856,8.1308,8.8697,12.8185,14.2702,14.1411,15.202,15.9548,21.9507,23.9497,28.1254
TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.8088,5.8296,9.498,15.9446,17.2122,16.919,8.796,7.1103,3.4508,1.7367,5.2229,5.6876,6.6148,4.9158,8.9044,-0.6328,-5.8049,-3.9341,4.4661,5.908,4.5075,8.4156,10.8243,19.505,19.937,23.107
TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,0.9108,2.1905,3.5281,5.1788,6.2063,6.8718,6.8044,7.3026,7.4643,8.036,9.8136,10.0022,11.1888,11.8723,13.535,11.8146,9.5546,11.9925,14.0291,16.0143,16.0938,18.8167,21.9254,24.8046,27.1859,28.7143
TLE,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,1.0993,1.3787,2.2651,4.9517,5.0796,4.7416,4.6707,6.9189,7.2468,8.4143,10.0097,11.4718,11.906,15.4963,17.6698,16.1265,18.0553,17.1614,18.4009,18.8008,19.7524,21.1581,22.4981,23.0944,22.7962,24.4011
GLS,AZİMUT PORTFÖY  KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,0.3071,1.0629,1.7857,2.6075,3.5224,4.1828,4.7193,5.4127,5.8783,6.4864,7.1616,8.0154,8.5678,9.5489,10.2809,11.0053,11.7451,12.2465,13.1694,13.9158,14.4431,15.2044,16.0399,16.1318,16.613,17.1896
PPF,AZİMUT PORTFÖY AKÇE SERBEST FON,1.8763,4.6339,5.9203,8.1082,8.7201,13.1027,13.2083,13.6099,13.9229,15.2376,16.4053,17.0138,18.6084,19.1422,19.8766,23.7126,24.0032,24.328,24.6538,24.9803,25.2758,25.6039,25.9331,26.2629,26.591,26.8876
GMA,AZİMUT PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,1.7433,4.4856,5.4131,9.1014,9.1139,10.227,9.7346,10.7129,10.9445,11.4257,13.382,14.8231,15.8654,17.0514,17.0921,13.5502,10.9066,12.7211,16.958,18.2936,16.4687,20.0105,23.0184,24.9548,25.8214,28.5397
GBZ,AZİMUT PORTFÖY EMTİA FON SEPETİ FONU,0.6609,1.6461,0.613,1.6655,0.251,3.4038,4.9469,6.577,4.365,5.3419,7.828,9.6262,6.3114,6.5785,5.1786,9.3236,13.6587,8.1037,8.8758,8.924,11.3787,12.1293,15.591,14.4754,12.937,12.7116
KSK,AZİMUT PORTFÖY İKİNCİ KİRA SERTİFİKALARI KATILIM FONU,0.3704,1.0546,3.1265,3.8182,5.2631,nan,nan,,,,,,,,,,,,,,,,,,,
KTI,AZİMUT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.7563,4.6723,4.5695,7.7039,9.3816,10.4331,4.4807,4.2252,2.6815,2.2651,nan,nan,nan,,,,,,,,,,,,,
KVS,AZİMUT PORTFÖY KISA VADELİ SERBEST (TL) FON,0.436,1.2057,1.9801,2.7641,3.4524,4.3045,5.0983,5.8826,6.652,7.4192,8.1841,8.9482,9.6914,10.4901,11.2784,12.0465,12.8259,13.5824,14.3299,15.0731,15.817,16.5427,17.2364,17.9331,18.6407,19.3501
KMF,AZİMUT PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.3165,0.5427,2.111,3.2214,2.8823,4.5389,6.9222,7.2412,nan,nan,nan,nan,nan,,,,,,,,,,,,,
PPZ,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU,0.4636,1.275,2.0851,2.9058,3.623,4.5866,5.4266,6.2579,7.0738,7.8835,8.6666,9.4456,10.2207,11.0059,11.7959,12.5955,13.3984,14.187,14.9821,15.7515,16.4868,17.2046,17.9365,18.6025,19.2993,20.0158
ZMT,AZİMUT PORTFÖY 22.0 SERBEST (DÖVİZ-AVRO) FON,-0.2094,-0.1102,-0.4964,0.8463,0.6559,2.4237,3.2103,5.4671,4.6037,4.5505,5.7329,8.3811,9.3456,11.0448,11.3458,13.2846,14.2128,14.5585,nan,nan,nan,,,,,
GTF,AZİMUT PYŞ BİRİNCİ BORÇLANMA ARAÇLARI FONU,0.439,0.9418,1.7157,2.6345,3.288,4.0961,4.8582,5.5456,6.2651,6.9264,7.6635,8.3876,8.8242,9.5195,9.9751,10.8406,11.5743,12.5503,13.2894,13.8387,14.0208,15.0429,15.4063,14.2099,15.1715,15.9392
GL1,AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.1976,7.3018,6.7073,13.6167,15.2335,14.5443,11.6782,13.9321,14.3336,16.1918,19.0679,20.5324,21.2587,22.3677,23.4141,15.8883,9.7682,12.2881,18.6039,20.0659,15.7942,23.4082,28.5534,34.4967,34.0312,42.8798
GSP,AZİMUT PYŞ KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.5857,6.8953,6.4729,14.2007,14.5772,13.3763,10.6658,13.0134,13.4875,14.8818,17.0184,18.2829,20.1872,21.3647,22.5034,14.7278,8.6726,11.4539,17.1095,20.1216,15.4057,21.5642,26.8578,31.8679,30.8548,38.3381
GBL,AZİMUT PYŞ KISA VADELİ BORÇLANMA ARAÇLARI FONU,0.4514,1.2452,2.0436,2.8345,3.519,4.4229,5.2212,6.028,6.8259,7.6194,8.404,9.1799,9.9657,10.7646,11.5837,12.3831,13.1781,13.9777,14.7673,15.5324,16.29,17.0324,17.7579,18.4811,19.2268,19.9848
GBC,AZİMUT PYŞ YABANCI BYF FON SEPETİ FONU,0.9578,1.2733,1.5168,4.5897,2.947,4.2003,5.7743,9.0352,7.5242,9.4936,10.968,15.0782,13.5053,16.4924,16.0026,19.3377,24.5237,21.7047,21.1787,20.9127,21.5094,20.5288,25.0153,23.7848,21.3877,18.7357
PAF,A1 PORTFÖY ALTIN FONU,-0.1284,0.0538,0.0897,1.0319,-0.3635,7.1701,7.237,8.9132,9.2491,13.0892,14.4188,17.3453,15.6931,nan,nan,,,,,,,,,,,
BST,A1 PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.6169,1.2236,1.9128,4.041,18.3221,21.7974,15.5519,14.6432,11.9108,8.3292,13.038,4.9476,15.7317,20.8261,27.2963,18.9071,10.9674,15.8483,18.7865,18.1096,23.4503,26.8518,29.4489,44.535,47.2729,37.1966
BBF,A1 PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,0.4639,1.2605,1.9985,2.9185,3.5192,4.3981,5.3239,6.3126,7.2726,8.4174,9.2496,10.2841,10.675,12.998,14.0471,,,,,,,,,,,
BHF,A1 PORTFÖY BİRİNCİ DEĞİŞKEN FON,2.7782,6.6859,6.8824,10.8492,12.369,12.3716,11.8339,14.3299,13.3012,18.7854,20.0501,nan,nan,nan,nan,,,,,,,,,,,
BIH,A1 PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.1751,9.1493,12.2792,16.4143,18.8632,21.2604,17.5007,15.8218,15.0797,13.0557,16.819,18.1879,26.2766,26.1023,30.2845,,,,,,,,,,,
AC6,A1 PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,0.3042,0.842,0.4507,1.2393,2.4674,4.5236,5.4606,7.4049,10.917,11.1988,11.9045,13.5815,14.266,16.0156,16.2271,17.2537,18.8374,17.9953,19.1391,20.0401,20.3863,21.1074,22.39,20.4066,18.9388,19.608
AC5,A1 PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,0.6856,1.4665,2.226,3.0192,3.5247,7.0888,8.8531,9.9253,10.9267,11.7435,12.448,13.1525,14.0074,14.9944,15.9838,16.8907,18.0933,19.6098,20.2856,21.4217,22.1506,22.8241,24.3943,25.3614,26.7521,27.6871
AC1,A1 PORTFÖY KISA VADELİ KATILIM SERBEST FONU,0.4151,1.0897,1.783,2.519,3.1502,3.9442,4.6341,5.3286,6.0302,6.7376,7.4519,8.1657,8.8821,9.6126,10.3386,11.0454,11.7557,12.4757,13.1773,13.7477,14.2808,14.8224,15.3693,15.8332,16.2145,16.5825
AC4,A1 PORTFÖY PARA PİYASASI (TL) FON,0.465,1.2851,2.1125,2.9519,3.6752,4.6484,5.4902,6.3269,7.164,7.9906,8.7952,9.6105,10.4259,11.249,12.0805,12.8962,13.7251,14.5423,15.3564,16.1529,16.9254,17.6714,18.3895,19.087,19.7875,20.5195
BHI,BV PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),2.8251,6.5894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,
BTE,BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON,-0.4439,4.6257,5.2038,7.9994,6.61,8.8623,8.056,11.4353,11.4998,10.9976,13.2659,17.5842,20.6007,27.2616,25.1844,21.334,22.4922,23.453,26.022,23.7923,23.2178,22.6177,29.9467,29.4404,25.5148,26.1668
BVV,BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,-0.3128,3.9768,6.9782,10.1293,6.4911,7.2119,7.2252,11.6874,12.1431,12.1403,15.3502,20.6315,21.0628,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DBA,DENİZ PORTFÖY ALTIN FONU,0.4626,0.1942,1.3437,1.3375,1.8268,3.5681,5.088,5.808,5.2186,7.8733,9.2533,11.1905,10.6272,10.7551,11.6453,16.902,22.2136,20.6929,18.7394,19.6258,19.5205,18.7696,19.1287,18.4949,19.3051,18.4187
DZM,DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,0.6096,2.0804,1.8328,3.617,3.3489,4.6162,6.7475,10.6563,12.1001,12.8194,13.0576,16.0586,16.2089,18.5363,19.5424,20.1239,21.7656,22.4883,23.6625,24.7784,25.2601,26.6233,28.496,26.1022,26.4361,27.0992
DTL,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.5211,8.6859,12.0415,15.0641,17.4863,19.2606,11.7578,7.6377,4.8695,2.4752,4.8823,5.6345,8.1304,6.614,9.612,-0.2835,-7.6974,-4.0791,1.2799,6.0592,3.2261,7.4697,14.8446,21.2625,25.1971,28.2547
DZE,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),3.2963,7.7495,7.6375,12.8643,15.1942,13.7342,7.9437,9.1847,7.6784,8.9291,10.564,11.7305,12.7981,13.1934,15.868,7.266,2.6865,4.1076,8.0199,8.885,4.1592,8.1017,12.3633,15.2278,11.7619,16.3868
DBP,DENİZ PORTFÖY BİRİNCİ DEĞİŞKEN FON,3.9144,4.3459,4.8422,8.0364,10.4778,11.2054,9.2834,10.9745,10.65,12.0249,15.0783,16.6408,17.36,17.7925,20.2827,14.1632,11.1195,12.5982,16.1133,18.3341,15.4816,19.4783,23.8879,27.5679,25.631,30.9239
DSP,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU,1.1542,2.7854,3.6407,5.1184,5.9364,7.6606,7.0866,7.829,7.8783,8.5128,10.0167,11.4571,12.1672,13.2383,14.3871,12.1305,11.4189,12.3571,14.2307,14.7706,14.1628,15.6944,18.2862,19.5749,19.3408,20.3926
DPT,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON ),2.8527,8.5091,9.4428,14.8182,16.9044,16.5015,12.8517,14.6636,14.747,14.7925,16.226,17.3011,20.425,20.6397,21.955,13.6398,9.3399,13.93,16.2275,14.9988,10.4504,14.0042,17.6609,22.2455,17.4452,22.2096
DBB,DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU,0.372,1.0936,1.7385,2.5432,3.0513,3.7883,4.582,5.339,6.0349,6.7264,7.3761,8.118,8.8275,9.4263,10.1337,10.7642,11.4766,12.1378,13.8332,13.4451,13.4761,14.6042,14.4623,13.6052,13.997,14.3626
DYN,DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,1.3844,2.5876,-0.1624,0.3498,-3.0101,-0.7505,-1.0408,2.3796,3.4765,4.3239,5.2483,9.4885,6.8269,11.8069,10.6503,3.0524,3.871,2.0985,4.911,1.3089,2.1019,0.7355,8.7208,10.4667,6.4122,1.2824
DFD,DENİZ PORTFÖY EMTİA SERBEST FON,-0.0194,1.5265,0.3423,1.0056,0.8659,2.7557,4.8819,4.7472,2.3888,2.6126,3.6303,4.5388,2.6928,3.4773,3.4129,5.0516,8.8875,6.0237,6.2838,5.3223,5.9807,5.4065,7.5578,8.1917,6.8845,6.6846
DHM,DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,0.404,2.4797,2.1879,4.0407,3.0748,5.18,3.9497,6.6208,6.6306,7.1569,8.6124,12.2451,11.8453,18.5715,19.0642,14.127,15.163,13.3397,15.368,13.531,13.3976,12.3359,20.2101,22.2295,19.8204,17.157
DBH,DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,0.5675,1.4423,1.6728,2.9314,2.5927,3.8634,4.8316,8.7024,10.1563,10.9617,10.9994,14.5825,14.2264,18.3988,20.0015,19.7396,21.9657,21.0569,21.7547,23.1682,23.2204,23.6034,25.3404,23.8533,22.9682,23.8606
DMG,DENİZ PORTFÖY GÜMÜŞ FON SEPETİ FONU,0.5671,1.5168,-0.2299,0.7776,-0.0442,-1.8473,0.3156,2.3931,-2.9774,1.5014,2.6481,8.5661,6.6979,8.5162,6.9959,11.432,18.2508,11.0957,9.6066,12.0042,12.6336,7.5469,9.7623,12.2574,12.1087,8.9991
DAH,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.7422,6.7807,6.2657,12.7373,14.9873,15.0616,11.3117,13.8486,13.1474,14.7595,17.3558,19.6949,19.9436,20.4698,23.4499,14.5346,8.6415,9.9773,14.3865,15.9598,11.5614,15.9192,20.9391,25.3628,22.1425,25.9046
DXP,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.2344,8.5059,10.0615,10.8232,14.9448,16.0404,7.0276,8.0392,nan,,,,,,,,,,,,,,,,,
DKH,DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.5724,8.4513,11.2974,14.704,17.1216,18.2272,10.7456,8.9944,7.6577,5.1825,6.46,5.1296,7.0833,7.5004,12.0236,2.091,-3.4668,-1.6434,3.2125,5.9471,2.3901,5.7433,11.0142,14.0536,13.8632,18.1644
DBK,DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.3941,1.0883,1.8221,2.478,3.0374,3.7921,4.4422,5.1697,5.8156,6.4586,7.0322,7.6845,8.3222,8.999,9.6351,10.2201,10.8616,11.6456,12.1038,12.3343,12.7063,13.5508,14.006,14.2507,15.0421,15.6187
DCB,DENİZ PORTFÖY KISA VADELİ SERBEST (TL) FON,0.4688,1.2734,2.0804,2.8981,3.6092,4.5598,5.3925,6.2229,7.0467,7.8606,8.6645,9.4632,10.2529,11.0561,11.8718,12.7075,13.5524,14.402,15.2227,16.0297,16.8024,17.5375,18.2402,18.9062,19.5666,20.2541
DPK,DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,0.4403,1.1588,1.8723,2.6324,3.2802,4.75,5.5253,6.3045,7.0682,7.8428,8.8247,8.7842,9.0488,10.1414,10.9519,11.9641,12.9932,13.6491,13.5974,13.574,14.1701,14.9455,15.9743,15.3116,15.8635,16.6769
DVT,DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,0.9988,4.1416,5.4068,9.6078,7.5777,9.5985,9.0079,13.9952,14.8795,16.9055,19.9188,26.2253,30.9019,38.3636,36.1309,31.0286,30.6583,32.9788,40.3019,39.1763,37.3228,38.2375,50.5713,50.4158,50.2301,49.4087
DAS,DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,0.3041,0.7843,1.225,2.145,3.3617,4.5471,5.1932,5.6107,5.866,6.1308,6.7761,7.5152,8.1281,9.0743,9.7825,10.7772,11.6232,12.4529,13.6736,14.5029,15.1047,15.7649,17.0399,14.2963,14.6146,14.9195
DOV,DENİZ PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON,-0.1722,-0.0655,-0.4137,0.9187,0.7432,2.3967,3.34,5.5457,4.6591,4.7601,5.9102,8.4138,9.3713,11.144,11.525,12.9915,13.6379,13.8735,14.6368,15.2289,15.3041,14.4097,16.2503,12.6551,11.6521,12.4028
DBZ,DENİZ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.4194,1.309,2.5874,2.8579,3.5117,4.1805,4.9604,5.6828,6.4081,7.1245,7.8891,8.6793,9.3971,10.1519,10.9096,11.7526,12.4698,13.1883,13.9509,14.6504,15.4109,16.0867,16.8071,17.3085,18.0068,18.632
DLY,DENİZ PORTFÖY PARA PİYASASI (TL) FONU,0.4581,1.2488,2.0329,2.8136,3.4923,4.4066,5.1967,5.9866,6.7681,7.5526,8.3145,9.0677,9.8106,10.5579,11.2878,12.016,12.7545,13.4946,14.2127,14.9286,15.6192,16.2795,16.9012,17.4857,18.0414,18.5805
DLD,DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.2677,8.4745,9.4462,14.3764,16.7498,17.5743,13.5226,14.8814,14.9073,15.4029,18.2887,20.3008,21.2477,21.1407,24.0294,15.9945,10.7952,13.0759,17.6537,19.2473,14.7962,20.2427,23.782,28.6257,24.7742,27.817
DFC,DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,2.3726,4.3847,3.3307,4.6081,4.8131,6.9276,5.7356,6.9603,8.5468,6.6417,9.3156,12.7376,13.4305,17.0026,14.8082,10.8946,7.8571,5.8524,8.6671,7.8134,6.3993,5.0622,12.5786,15.341,11.8464,9.3391
DHJ,DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),4.3151,11.2322,15.6087,18.5153,26.7535,26.1589,20.168,17.3775,13.9087,12.3846,18.2914,21.1544,24.8077,27.4326,30.1016,21.0165,16.143,20.8655,25.3744,31.6748,26.9997,30.2138,39.0223,43.6737,42.0613,41.8689
FIB,FİBA PORTFÖY ALTIN FONU,1.1198,-0.1202,2.5693,3.2353,2.9375,5.2632,7.5162,7.5761,6.8587,10.1426,11.3915,13.4676,12.5821,13.3414,14.6367,19.968,24.9161,23.178,20.6965,21.7505,21.4575,21.2902,23.1293,22.266,22.9947,21.976
FZJ,FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU,0.6549,1.5158,2.3835,4.2214,4.3149,5.7289,6.0397,6.9449,7.6081,7.1706,8.7816,9.9254,10.8756,11.3705,12.5674,12.1752,11.7633,13.0488,14.4523,15.4089,15.3245,16.8264,18.5383,19.5085,19.7518,20.7709
FSG,FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),2.33,6.9487,6.2676,15.3559,17.8346,15.9427,13.0757,16.0252,16.2511,16.4769,19.409,21.2126,22.9293,22.898,23.6411,15.3734,9.3934,15.056,18.0899,18.5839,13.0244,19.3173,22.1737,27.699,23.6571,32.0687
FBI,FİBA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.2794,0.7156,1.1427,2.0512,3.2752,4.4429,5.0681,5.4607,5.6947,5.9424,6.5817,7.3133,7.9094,8.8523,9.5436,10.5361,11.3792,12.2007,13.4094,14.2331,14.8339,nan,nan,nan,,
FJB,FİBA PORTFÖY BLOK ZİNCİRİ TEKNOLOJİLERİ SERBEST FON,-0.4849,2.2776,1.2942,2.87,0.8497,2.3919,5.9014,8.0941,10.9438,11.8529,13.9979,18.0826,20.7424,28.6938,27.482,24.8123,26.77,27.5227,28.9433,24.8317,23.8873,23.05,30.059,27.891,21.8166,17.7686
FIT,FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,0.4695,0.7744,0.7922,2.2953,1.0713,-0.0192,0.9377,2.0335,3.0006,4.7325,4.3737,4.5314,4.4922,4.239,2.7453,3.5646,4.7886,4.9538,6.3148,6.7955,5.0701,5.8107,5.9262,5.3619,5.6054,6.3058
FID,FİBA PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON,2.3864,4.9286,4.9446,8.9786,9.6068,10.4378,8.3062,8.9722,7.7601,7.1365,9.4246,10.2388,11.1493,10.0818,13.3147,7.4273,3.7694,5.6762,9.321,11.2669,8.2572,12.4071,15.9839,18.6954,17.5845,20.3105
FPE,FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ)FONU,0.3052,0.9816,1.0298,2.405,2.2587,3.6253,4.4331,7.5071,8.4746,9.2456,10.1897,12.6915,12.57,15.7424,17.1432,17.2525,19.0501,18.5683,19.7977,20.7397,20.793,21.3167,22.9422,21.0897,20.341,21.1148
