Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks,60 Weeks,61 Weeks,62 Weeks,63 Weeks,64 Weeks,65 Weeks,66 Weeks,67 Weeks,68 Weeks,69 Weeks,70 Weeks,71 Weeks,72 Weeks,73 Weeks,74 Weeks
IOO,İŞ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,0.696,1.461,2.208,2.996,3.766,4.578,5.404,6.242,7.028,7.860,8.704,9.561,10.468,11.353,12.217,13.131,13.986,15.005,16.043,17.099,18.135,19.231,20.222,21.484,22.340,23.559,24.757,25.888,27.086,28.165,29.504,30.575,31.565,32.874,33.385,34.313,35.361,36.478,37.559,38.769,39.831,40.852,42.237,43.530,44.787,46.128,47.431,48.821,50.173,51.616,53.019,54.448,55.835,57.318,58.829,60.295,61.789,63.235,64.784,66.363,67.811,69.366,71.034,72.908,74.297,75.976,77.687,79.339,81.022,82.641,84.387,86.166,87.981,89.727
NHP,NEO PORTFÖY BİRİNCİ FON SEPETİ FONU,0.258,1.261,1.770,2.060,2.352,3.559,4.912,5.842,7.158,8.405,9.244,9.915,10.936,12.247,12.491,13.644,13.811,15.533,16.692,17.516,19.232,20.124,20.591,21.885,23.077,23.896,25.262,25.566,26.659,26.936,28.229,30.384,30.493,31.711,31.266,29.047,30.970,32.839,33.181,34.140,35.113,34.839,35.585,37.143,37.956,39.276,40.452,42.038,41.520,42.910,46.507,48.849,49.952,52.656,53.714,54.582,54.787,55.615,56.979,56.032,57.404,60.996,60.718,62.627,63.197,64.931,67.362,66.167,67.905,67.181,69.494,71.618,72.957,74.186
YSU,YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,1.504,0.000,0.746,1.504,3.053,2.273,0.746,1.504,2.273,5.469,5.469,2.273,3.053,4.651,4.651,6.299,6.299,8.000,8.000,7.143,12.500,14.407,13.445,14.407,16.379,16.379,18.421,19.469,21.622,20.536,22.727,22.727,22.727,23.853,20.536,14.407,15.385,17.391,18.421,19.469,18.421,16.379,17.391,20.536,21.622,22.727,25.000,27.358,28.571,28.571,29.808,32.353,33.663,37.755,39.175,39.175,37.755,39.175,39.175,36.364,37.755,39.175,39.175,40.625,40.625,40.625,40.625,39.175,40.625,39.175,40.625,40.625,45.161,46.739
GMC,TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU,-3.941,6.245,6.185,4.549,-3.760,3.189,9.255,15.721,22.867,24.662,26.739,33.089,36.642,36.212,36.146,42.089,34.359,39.243,43.905,44.570,45.466,46.374,48.811,56.547,62.652,64.313,69.353,67.291,67.939,64.649,69.608,77.915,71.103,62.043,65.180,72.413,77.020,80.829,73.850,79.675,81.880,86.334,92.776,91.531,95.317,101.683,98.624,102.336,89.023,91.531,98.624,94.172,100.107,91.857,83.062,78.366,90.108,96.339,90.623,88.770,96.751,108.556,110.426,106.037,107.863,117.078,126.600,116.244,124.343,104.764,99.964,108.324,115.088,107.556
FFP,QNB PORTFÖY FON SEPETİ FONU,-0.065,1.299,1.835,1.533,1.050,2.906,4.993,6.023,7.129,8.583,9.763,9.587,10.353,11.471,11.410,12.922,13.170,14.858,15.483,16.245,19.631,20.946,20.426,21.495,22.607,22.291,23.765,24.666,26.457,25.402,26.405,27.928,27.875,28.945,27.320,25.632,27.451,30.502,30.171,31.113,31.758,31.927,32.752,34.373,34.814,35.526,36.426,38.356,36.911,37.984,39.642,41.437,42.980,45.788,46.551,47.181,47.498,48.996,49.939,48.960,50.489,52.840,52.803,54.295,54.411,55.267,56.331,55.267,56.212,56.291,57.329,58.871,59.281,60.359
IVF,İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.541,-4.063,-3.349,-1.473,-1.053,-3.370,-3.518,-5.862,-4.395,-0.068,-3.306,-5.195,-3.958,-0.271,-2.881,-3.243,-0.831,2.745,4.299,5.469,11.939,12.395,7.918,10.070,13.551,10.152,11.150,11.318,14.910,12.711,11.968,10.317,9.091,11.939,12.826,3.955,8.635,16.088,13.464,14.761,15.060,14.523,13.115,15.875,14.375,16.211,18.550,19.222,16.058,18.170,21.086,25.064,24.115,26.714,29.010,29.882,30.227,31.978,30.883,23.008,20.131,26.460,22.769,23.836,21.352,18.233,17.635,11.094,9.823,8.421,10.207,12.855,12.941,11.911
IHA,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.672,-2.146,1.309,2.324,5.016,2.694,0.591,-0.390,1.430,6.240,3.192,-1.428,-1.580,0.989,0.039,1.389,2.365,5.189,5.537,7.946,15.933,19.569,15.253,15.305,17.587,15.409,14.427,19.737,22.729,17.696,18.570,19.906,17.533,18.186,14.273,3.695,6.639,11.968,10.467,7.764,8.129,6.728,6.773,8.037,7.809,7.992,8.773,10.995,8.681,12.511,19.068,22.084,21.503,28.600,30.041,31.921,30.907,31.785,33.717,22.671,19.234,24.403,18.186,22.553,19.012,16.674,13.967,8.312,6.683,5.975,7.311,8.773,11.480,10.419
FDG,FONMAP PORTFÖY BİRİNCİ DEĞİŞKEN FON,-4.288,-4.379,-3.790,-4.424,-5.667,-1.694,2.835,0.395,1.856,3.201,0.049,0.944,0.495,2.112,1.958,3.994,5.892,8.147,8.901,12.334,12.646,12.896,14.487,15.529,16.590,17.876,19.471,22.423,24.296,25.759,26.227,26.779,28.463,28.789,30.863,30.863,35.853,38.919,38.919,39.396,40.262,42.827,42.727,45.383,44.247,45.591,47.817,49.338,52.021,53.864,54.684,57.077,59.169,59.670,60.047,62.740,64.854,66.203,65.931,70.672,72.704,73.590,72.704,73.442,72.704,74.785,76.455,76.609,77.535,76.149,78.471,82.644,84.469,86.330
KTJ,KUVEYT TÜRK PORTFÖY TEKNOLOJİ KATILIM FONU,-0.347,-0.921,-3.960,-1.318,-1.148,-1.148,0.643,2.317,3.610,5.969,12.770,10.526,13.364,11.601,11.025,10.102,11.964,13.964,15.493,14.571,18.107,21.782,21.353,24.153,27.935,27.935,28.125,32.768,40.571,44.221,50.524,50.524,49.220,41.612,40.342,47.432,43.261,41.612,38.424,40.686,41.148,40.686,40.342,44.100,44.100,46.056,41.032,45.932,43.261,42.079,48.448,49.609,47.558,47.811,52.524,50.788,49.869,49.869,53.067,50.393,53.203,57.982,60.037,55.275,53.476,54.439,64.627,57.404,62.914,58.418,53.887,57.692,59.297,59.297
IIH,İSTANBUL PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.648,-1.939,1.200,2.866,5.931,2.107,-0.988,-1.870,-0.158,4.832,2.394,-3.320,-3.087,-0.323,-2.130,-0.710,0.166,2.811,3.266,3.852,13.876,16.335,10.816,12.411,15.894,12.697,11.795,15.888,19.357,14.416,15.792,16.914,15.055,14.273,11.439,1.312,3.278,9.790,8.480,7.076,7.523,5.060,4.580,8.635,7.162,6.689,7.964,10.181,7.102,8.197,11.894,15.752,15.944,23.366,22.450,23.149,20.686,19.988,21.176,9.635,7.749,11.369,7.666,10.429,9.392,8.604,8.281,2.485,1.251,-1.132,0.675,2.723,4.227,4.272
IJZ,İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,-1.947,-3.095,-2.987,-2.189,-1.531,-4.323,-3.371,-2.649,-2.937,0.666,2.499,1.547,3.728,4.376,5.335,4.468,4.536,8.604,8.567,10.457,13.785,14.967,15.051,15.807,17.974,16.047,16.359,20.529,26.978,30.334,32.808,32.199,32.089,27.745,26.910,26.120,23.533,21.313,17.262,16.345,18.282,19.201,21.251,27.488,27.522,27.386,27.540,29.184,28.521,26.995,29.518,32.863,30.406,35.512,40.867,40.951,39.627,40.909,46.754,41.875,43.827,48.009,45.253,41.055,39.607,40.659,47.940,43.134,46.078,41.559,41.580,44.350,48.263,46.935
DAH,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.686,-2.458,0.870,4.059,9.115,3.984,1.223,-1.930,0.625,7.815,2.476,-2.720,-3.401,1.258,-0.549,1.899,2.151,6.001,6.390,6.900,18.100,21.518,12.200,12.156,16.533,11.724,11.423,15.510,17.430,10.742,12.156,11.896,10.068,9.156,6.078,-4.954,-1.930,6.782,5.769,5.078,7.257,3.575,3.280,7.019,5.345,5.653,4.698,6.001,3.464,5.116,10.110,13.786,13.253,21.774,22.340,24.335,24.069,27.173,29.736,12.418,11.124,18.342,10.152,13.519,9.652,8.828,8.502,-0.241,0.486,-1.227,-0.754,0.486,3.133,2.549
DKH,DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.712,-3.822,-2.751,-0.107,1.306,-2.206,-4.119,-6.651,-3.690,1.823,-3.256,-5.482,-4.415,1.049,0.976,1.823,3.483,6.157,6.644,8.550,17.948,20.232,14.608,16.278,19.003,12.803,10.833,12.440,18.448,15.413,15.844,16.764,15.844,16.618,15.796,10.921,15.604,23.968,22.554,21.171,21.014,18.750,18.047,19.768,18.197,17.254,18.548,18.599,17.699,19.871,24.465,28.119,27.768,32.370,34.538,35.123,33.893,36.979,38.748,28.710,25.924,30.820,27.885,29.186,26.724,25.472,23.420,17.501,17.650,16.278,17.205,21.382,22.285,21.329
FBZ,FİBA PORTFÖY TEKNOLOJİ SERBEST FON,-1.764,-2.825,-4.543,-2.147,-2.256,-2.825,-0.510,2.783,2.783,5.884,10.000,9.179,12.612,9.043,11.823,11.609,12.612,14.561,16.850,18.108,19.639,20.419,21.125,24.344,24.654,26.542,26.954,28.865,29.483,32.116,31.967,38.095,32.265,31.423,32.515,35.169,34.599,35.013,34.496,37.392,38.313,38.477,38.805,41.721,42.875,42.875,43.049,43.166,42.642,42.816,41.892,44.166,45.120,46.820,44.048,40.698,42.007,44.166,44.403,44.463,47.810,47.934,47.561,47.934,49.574,53.098,54.513,56.373,56.932,55.265,59.791,65.052,64.510,65.597
TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,-1.449,0.990,1.493,0.990,3.030,1.493,4.615,6.250,8.511,9.091,10.270,12.088,13.966,13.966,13.333,12.707,7.937,10.270,10.870,12.707,14.607,12.088,17.241,20.000,21.429,22.892,23.636,25.926,25.926,23.636,25.926,30.769,22.156,19.298,20.000,25.153,26.708,26.708,24.390,26.708,29.114,30.769,29.936,28.302,34.211,36.000,37.838,39.726,36.913,38.776,39.726,38.776,43.662,37.838,38.776,36.000,39.726,37.838,36.000,40.690,43.662,47.826,48.905,42.657,44.681,45.714,51.111,46.763,50.000,43.662,40.690,41.667,41.667,41.667
AHN,ATLAS PORTFÖY SERBEST(DÖVİZ)FON,0.491,0.780,1.352,1.516,2.024,2.165,2.251,2.453,2.881,3.081,3.348,3.689,3.925,4.619,5.060,5.578,6.030,6.617,7.206,7.819,8.011,8.777,9.061,9.982,10.152,10.781,11.404,12.324,13.464,14.321,15.506,16.875,14.773,14.035,13.441,17.120,17.830,18.312,18.857,19.711,20.659,21.455,22.703,23.704,23.702,23.838,24.266,24.671,25.465,26.164,26.790,27.417,27.954,28.756,28.737,28.987,29.014,29.065,28.759,28.931,29.911,31.287,31.236,30.961,31.661,33.350,34.562,36.306,37.268,37.861,39.314,40.536,39.790,40.763
YZC,YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,-1.924,-3.855,-5.557,-3.238,-3.775,-5.608,-3.075,-0.687,-0.115,2.574,5.830,3.523,5.798,3.989,4.333,3.709,5.316,6.907,9.576,10.414,14.272,17.406,17.327,21.309,23.469,23.777,23.777,29.366,38.348,40.935,45.734,46.102,43.087,37.253,36.604,41.510,36.981,35.536,30.094,32.379,32.988,33.039,33.346,38.238,40.081,42.090,39.125,42.207,38.735,38.348,43.087,40.935,46.845,53.271,58.818,59.183,58.673,62.541,67.326,64.157,66.283,72.145,72.402,70.201,69.039,72.316,81.234,73.263,78.069,73.004,74.484,78.527,79.173,77.795
PPZ,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU,0.731,1.474,2.248,3.013,3.789,4.599,5.422,6.235,7.038,7.876,8.728,9.593,10.472,11.366,12.248,13.196,14.003,15.035,16.058,17.100,18.160,19.211,20.252,21.460,22.299,23.548,24.730,25.838,26.998,28.081,29.350,30.439,31.442,32.780,33.351,34.254,35.280,36.396,37.531,38.647,39.701,40.732,42.185,43.461,44.759,46.081,47.428,48.800,50.197,51.574,52.977,54.407,55.814,57.247,58.707,60.194,61.656,63.146,64.663,66.209,67.727,69.273,70.966,72.873,74.271,75.878,77.579,79.248,80.949,82.615,84.312,86.111,87.945,89.744
CPT,ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON,0.340,-2.223,-0.863,2.938,3.557,4.764,4.236,7.321,8.504,15.410,18.589,14.706,18.385,16.582,19.480,18.385,18.998,20.035,20.455,21.588,24.368,29.674,28.865,34.570,38.446,37.892,36.346,43.741,52.885,51.429,61.107,57.067,55.297,44.243,40.041,46.388,45.461,41.867,36.346,41.770,40.231,40.708,35.452,39.946,41.092,44.849,44.142,48.919,46.388,44.849,51.540,51.540,49.566,47.013,54.369,51.096,49.783,50.437,52.321,47.432,51.874,56.000,56.710,52.434,48.385,49.458,58.270,49.891,49.027,44.545,37.434,41.189,43.841,40.612
IAE,İSTANBUL PORTFÖY AGRESİF DEĞİŞKEN FON,0.955,-2.206,-1.646,0.586,1.327,0.365,-1.293,-4.117,-4.848,-0.794,-5.761,-7.475,-7.412,-2.553,-1.857,-0.651,0.733,2.537,2.308,5.611,11.798,13.554,8.445,11.345,12.072,8.961,9.395,12.347,15.172,13.273,13.180,13.180,12.993,12.901,12.439,9.134,12.623,20.210,21.593,21.378,21.593,21.271,20.526,24.457,24.119,25.594,26.753,27.695,26.870,28.052,31.735,34.971,35.236,40.779,41.649,42.679,41.649,42.976,44.025,36.174,32.115,34.442,29.991,32.370,30.114,29.379,29.868,24.457,23.895,24.007,24.231,25.251,27.933,29.014
OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),2.784,-1.020,1.691,3.495,6.828,4.390,3.093,2.156,3.446,9.969,6.082,0.995,0.795,2.821,1.061,2.519,3.360,5.508,5.380,6.645,18.261,21.089,13.390,12.837,16.955,12.862,10.863,12.715,14.802,10.875,11.036,9.605,9.442,10.408,8.411,2.477,7.999,16.598,14.131,11.440,11.628,9.370,8.376,9.696,8.122,6.828,7.405,9.587,6.622,8.328,11.873,14.769,14.413,20.517,21.898,24.257,23.074,21.957,23.066,12.131,9.376,14.439,9.938,12.741,10.457,7.347,5.542,-0.827,-2.732,-5.202,-3.482,-1.250,0.566,0.658
ONS,İŞ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,0.342,0.724,1.130,1.196,1.582,1.991,2.332,2.742,3.200,3.351,3.767,4.126,4.500,4.959,5.372,5.635,6.029,6.635,7.308,8.197,8.217,8.897,9.707,10.245,10.407,11.125,11.660,11.974,12.615,13.094,13.673,14.353,14.429,14.300,14.421,18.804,19.419,19.545,20.001,20.750,21.543,21.992,22.518,23.270,23.705,23.925,24.166,24.948,25.703,26.306,26.780,27.300,27.943,28.490,28.567,28.610,28.980,28.927,29.137,29.270,29.817,30.202,30.256,30.158,30.676,31.859,32.459,34.040,34.531,34.403,35.289,36.846,35.533,36.758
DFD,DENİZ PORTFÖY EMTİA SERBEST FON,-0.516,1.144,2.020,1.775,2.811,2.217,4.431,5.680,7.013,8.214,9.049,10.757,12.639,12.819,13.483,13.849,9.726,12.460,13.544,14.155,15.523,14.525,17.768,20.238,21.478,22.957,24.108,24.765,26.175,25.503,27.311,31.821,26.476,24.765,23.818,29.093,30.123,30.043,26.778,29.172,31.169,33.817,33.733,34.326,38.446,38.900,40.278,42.828,38.266,40.278,40.557,40.650,42.636,39.631,40.092,38.086,40.464,39.082,37.193,38.537,42.732,46.782,46.175,42.636,43.797,45.374,47.805,46.377,48.011,42.828,40.837,40.930,40.278,40.000
GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.821,-2.086,-0.252,1.502,3.901,-0.788,-4.351,-6.102,-4.053,1.280,-1.703,-7.482,-7.513,-3.753,-4.778,-2.636,-2.943,-0.574,-0.965,0.290,11.067,14.274,9.529,9.877,13.711,10.491,10.491,13.339,15.465,10.052,11.559,12.100,10.447,9.964,6.785,-3.383,-1.142,6.049,6.334,6.375,6.785,4.096,3.668,6.867,5.725,6.867,6.620,9.443,6.950,7.992,11.111,14.133,13.758,20.855,20.961,20.278,18.174,18.124,19.862,8.627,8.926,13.758,9.012,11.424,10.052,9.055,7.992,2.139,1.651,-1.423,-1.071,0.435,2.897,2.669
YP4,YAPI KREDİ PORTFÖY FERİKÖY SERBEST (DÖVİZ) FON,0.329,0.705,1.107,1.161,1.539,1.952,2.296,2.719,3.170,3.322,3.726,4.080,4.441,4.896,5.303,5.554,5.944,6.518,7.192,8.090,8.092,8.776,9.567,10.094,10.252,10.955,11.498,11.835,12.443,12.948,13.530,14.198,14.251,14.117,14.242,18.613,19.231,19.358,19.824,20.578,21.397,21.864,22.384,23.129,23.586,23.810,24.069,24.850,25.619,26.223,26.706,27.238,27.893,28.471,28.566,28.611,28.982,29.000,29.256,29.387,30.000,30.368,30.462,30.368,30.891,32.069,32.643,34.228,34.740,34.616,35.514,37.068,35.749,36.988
AFA,AK PORTFÖY AMERİKA YABANCI HİSSE SENEDİ FONU,0.000,1.134,1.763,3.919,4.030,3.372,3.700,5.825,6.630,7.096,7.802,8.518,9.487,9.121,10.722,10.349,11.731,13.410,14.603,15.141,17.626,22.015,22.472,22.625,24.809,26.908,25.287,31.150,39.149,41.354,45.765,46.637,43.631,35.497,35.685,43.842,39.744,32.927,28.740,30.975,31.501,32.389,31.855,35.310,37.203,38.169,34.753,38.169,36.630,37.975,41.354,42.587,41.968,43.003,48.187,46.856,46.200,47.741,50.460,48.411,50.691,54.976,55.714,52.566,51.623,56.459,65.430,58.481,62.687,55.962,54.488,59.253,58.995,60.033
RPS,ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.278,0.675,1.081,1.569,2.119,2.258,2.420,2.773,3.242,3.626,4.100,4.086,4.432,4.921,5.758,6.968,7.536,8.477,9.046,9.840,10.379,11.155,11.797,12.674,12.785,13.412,14.036,15.177,16.120,16.897,17.600,18.838,18.183,18.081,17.810,21.515,22.159,22.371,22.856,23.756,24.576,25.124,25.786,26.681,27.009,27.188,28.655,29.370,30.140,30.766,31.241,31.916,32.547,33.193,33.300,33.284,33.589,33.599,33.638,33.862,34.634,35.461,35.622,35.545,36.150,37.804,38.730,40.280,40.837,40.769,41.886,43.642,42.456,43.604
DDF,DENİZ PORTFÖY DİNAMO SERBEST FON,3.416,-3.750,-3.004,0.218,2.467,-0.253,-0.709,-5.618,-5.164,0.218,-6.356,-10.937,-8.926,-5.370,-6.441,-9.006,-9.692,-8.684,-7.612,-7.301,-5.876,-1.419,-2.305,-1.759,0.523,-1.125,0.658,3.132,1.987,-0.494,-0.494,0.121,2.138,1.039,15.562,28.799,34.063,42.672,44.848,46.699,51.651,49.620,50.054,49.810,50.218,51.346,51.346,50.218,42.108,34.697,42.795,30.693,43.092,52.575,43.614,47.959,65.234,103.371,111.543,91.941,96.365,97.067,88.957,94.242,96.552,101.242,104.074,100.461,99.734,98.965,97.917,105.956,101.242,99.301
KTI,AZİMUT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.472,-2.506,-1.301,0.000,2.431,-1.365,-3.005,-5.365,-2.444,4.261,-0.655,-3.683,-2.066,1.676,-0.525,-0.590,0.331,3.833,3.338,5.494,14.146,16.962,11.626,12.621,14.837,12.454,11.299,14.146,20.206,17.143,17.688,20.588,19.074,18.887,16.962,10.408,13.633,20.492,18.794,17.780,18.146,16.962,15.537,15.361,14.577,13.718,14.750,17.871,16.156,18.239,21.069,23.333,24.242,28.125,31.002,33.421,35.085,38.665,38.035,29.991,27.909,32.721,29.106,30.551,28.017,26.206,23.534,19.449,18.701,15.274,17.415,19.732,19.449,20.016
GTA,GARANTİ PORTFÖY ALTIN FONU,-2.546,3.221,2.530,-2.131,-2.200,1.249,7.321,10.950,14.073,16.287,19.826,24.706,27.475,27.239,26.538,29.026,27.711,29.511,30.492,30.740,31.363,30.616,31.740,32.500,34.570,33.916,40.041,33.527,36.032,34.570,36.436,44.444,44.900,48.973,49.134,58.028,59.861,60.981,58.573,62.118,72.682,73.552,75.990,79.427,83.733,81.078,74.873,79.194,72.250,77.349,74.651,74.651,79.896,75.318,69.914,73.333,74.210,78.961,79.896,80.131,85.714,91.123,91.389,92.997,92.190,98.846,107.843,104.148,111.674,103.245,113.643,117.008,117.350,118.038
OPF,OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON,-0.710,-0.930,-2.442,0.045,-0.134,0.539,1.405,3.902,4.778,6.676,10.962,11.627,14.191,12.582,13.842,16.510,17.799,19.882,21.181,22.040,23.523,25.533,26.670,28.785,30.361,32.524,33.234,37.239,42.122,44.137,47.074,48.539,47.852,42.484,42.666,48.836,50.034,43.951,41.225,42.575,43.766,46.785,47.559,50.741,51.970,52.384,50.538,52.488,51.867,54.810,57.424,59.444,59.558,60.704,63.883,63.643,66.816,68.322,69.213,68.322,70.114,73.950,74.629,73.545,74.086,77.258,80.113,78.105,78.674,75.039,79.968,85.643,83.813,86.261
RTG,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,-1.371,-3.956,-5.129,-1.045,-1.446,-0.512,-0.308,1.331,1.942,5.658,7.919,6.703,9.408,7.441,9.255,9.532,10.561,13.667,15.526,16.183,20.062,23.852,21.794,25.008,27.386,27.386,27.721,33.701,40.419,43.163,49.385,48.812,48.301,37.877,37.195,43.533,39.813,36.761,30.379,31.483,31.795,31.261,29.467,34.162,34.627,35.331,30.467,33.288,32.469,35.757,42.899,43.586,42.689,44.387,50.776,51.011,50.601,50.601,53.275,49.730,53.578,58.595,58.920,56.235,52.793,56.929,64.716,53.094,54.127,47.177,43.057,46.732,48.698,49.098
PVK,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,0.708,1.403,2.131,2.845,3.570,4.329,5.075,5.832,6.599,7.378,8.194,8.997,9.838,10.665,11.504,12.385,13.222,14.130,15.053,15.961,16.883,17.820,18.772,19.870,20.657,21.622,22.568,23.495,24.436,25.391,26.325,27.236,28.160,29.136,30.088,31.055,31.996,33.032,34.043,35.069,36.153,37.212,38.331,39.513,40.670,41.892,43.042,44.306,45.545,46.853,48.086,49.390,50.666,51.912,53.231,54.520,55.830,57.163,58.519,59.956,61.361,62.791,64.185,65.852,67.109,68.642,70.139,71.595,73.145,74.723,76.259,77.894,79.560,81.183
ODD,OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON,0.507,1.253,2.346,3.194,3.721,3.783,4.093,4.768,5.566,8.319,7.690,7.611,8.534,9.626,10.584,12.177,12.350,13.920,14.353,14.624,20.497,24.044,21.234,22.700,24.896,23.973,23.973,28.844,30.853,29.206,31.089,31.962,30.952,29.686,28.031,25.129,27.469,31.643,32.162,31.862,34.484,33.619,33.558,34.360,34.153,34.942,35.571,37.148,36.015,37.084,39.987,42.736,42.085,46.622,48.848,47.915,44.893,44.869,46.869,37.364,39.317,46.770,40.055,41.486,38.917,41.417,40.937,37.041,38.366,36.440,37.256,39.317,40.325,41.761
TLY,TERA PORTFÖY BİRİNCİ SERBEST FON,2.963,5.626,9.770,12.108,30.674,55.197,81.342,86.762,92.648,108.907,115.003,126.184,138.673,160.905,220.104,231.187,279.170,324.548,330.080,400.675,345.456,404.869,444.771,454.548,490.540,555.988,556.372,606.361,618.048,731.021,675.120,725.841,823.813,814.101,911.149,815.652,919.425,964.262,1230.767,1668.846,1831.298,2356.049,2515.367,3399.306,4023.744,3818.445,4800.742,6593.929,8798.288,9073.467,9416.264,9224.344,10262.424,10313.530,10122.193,10565.770,10950.348,10865.398,12124.599,12058.640,10825.636,11442.648,10590.432,13048.262,12318.784,13440.638,14197.990,15129.373,16691.409,16287.118,16582.767,16618.130,15813.524,15233.875
GBN,GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON,0.717,1.444,2.162,2.890,3.649,4.419,5.201,5.973,6.757,7.552,8.382,9.248,10.104,10.974,11.857,12.755,13.642,14.620,15.588,16.599,17.602,18.622,19.632,20.856,21.819,22.913,23.998,25.132,26.257,27.402,28.568,29.658,30.767,31.895,33.009,34.073,35.118,36.216,37.368,38.503,39.656,40.753,42.100,43.354,44.590,45.847,47.127,48.472,49.841,51.237,52.613,54.015,55.443,56.850,58.331,59.742,61.228,62.743,64.234,65.753,67.246,68.711,70.370,72.290,73.672,75.253,76.923,78.625,80.236,81.939,83.545,85.312,87.113,88.881
AC6,PARDUS PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,0.016,-0.456,-0.175,0.223,0.695,0.637,0.442,0.248,0.564,0.955,1.357,1.623,1.981,2.153,2.860,3.253,3.936,5.201,5.966,6.782,8.035,9.368,11.142,11.912,11.890,12.117,13.026,12.362,13.407,13.097,13.742,15.632,13.488,11.449,11.427,15.759,16.302,16.573,16.680,17.505,18.776,19.272,19.817,20.302,20.527,20.768,21.038,21.937,22.720,23.327,23.874,24.615,25.047,26.597,26.723,26.815,27.371,27.211,27.415,27.784,28.588,29.288,29.238,29.127,30.271,31.535,32.209,33.626,34.112,33.989,35.430,36.914,35.683,37.299
TI7,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON,1.561,0.640,-0.355,1.935,3.428,2.752,1.303,2.032,3.230,4.013,4.238,4.037,4.811,6.007,6.447,7.401,7.871,9.814,11.883,11.843,18.037,19.938,18.196,19.846,20.620,20.678,20.346,21.357,23.403,22.875,27.367,28.489,24.253,19.777,17.022,13.488,13.752,14.979,13.806,15.981,16.575,16.026,18.523,21.124,17.953,21.668,20.288,24.335,17.221,19.039,22.971,25.833,23.902,19.334,21.901,21.879,25.058,24.620,23.267,18.919,22.605,28.716,28.854,27.880,23.359,24.607,32.334,22.918,22.413,18.858,18.433,23.897,27.468,26.894
GBZ,AZİMUT PORTFÖY EMTİA FON SEPETİ FONU,-0.820,1.218,1.527,0.834,0.643,2.111,5.138,7.042,8.749,10.373,11.530,13.143,14.952,16.157,15.102,16.157,9.151,11.718,13.724,15.152,16.310,14.655,17.284,18.644,20.744,21.350,22.864,21.851,22.018,20.799,22.694,26.969,20.964,19.176,19.820,25.828,27.639,28.502,25.413,28.008,30.264,32.536,32.668,32.934,37.610,39.049,40.741,42.780,39.049,41.114,40.890,39.413,44.252,40.148,39.853,37.610,39.926,40.518,38.758,40.000,44.723,48.936,49.103,45.355,47.205,48.520,52.000,50.113,53.846,46.154,44.959,47.860,49.020,46.799
