Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks
IDD,LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,6.579,5.195,8.000,10.959,14.085,10.959,10.959,8.000,8.000,8.000,10.959,8.000,10.959,5.195,3.846,2.532,1.250,5.195,8.000,6.579,5.195,8.000,9.459,10.959,14.085,14.085
MAC,MARMARA CAPITAL ASSET MANAGEMENT EQUITY (TL) FUND (EQUITY-INTENSIVE FUND),5.882,8.585,11.429,17.000,22.513,16.708,15.556,10.118,8.837,6.849,11.962,9.602,10.377,9.346,6.364,0.214,0.214,4.464,11.164,10.638,8.585,14.706,20.619,25.806,32.578,33.333
MAD,MEKSA ASSET MANAGEMENT FIRST VARIABLE FUND,5.848,7.952,10.142,14.316,16.274,16.026,15.778,13.361,13.598,13.836,15.042,12.890,13.836,14.316,12.890,11.043,7.312,12.190,15.287,12.190,10.142,17.026,19.604,15.532,22.297,22.573
MBL,MEKSA ASSET MANAGEMENT SECOND VARIABLE FUND,1.020,1.020,2.062,3.125,4.211,4.211,5.319,6.452,6.452,7.609,7.609,8.791,10.000,10.000,10.000,11.236,11.236,12.500,12.500,13.793,13.793,13.793,15.116,15.116,15.116,15.116
NBH,NEO PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,4.860,4.447,5.569,9.398,10.491,10.399,8.815,9.942,10.124,10.722,11.279,10.953,12.744,12.553,12.696,10.308,10.353,12.505,14.101,12.984,10.079,16.098,19.711,17.226,20.911,24.309
NZH,NEO PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,0.745,1.501,2.268,2.995,3.785,4.588,5.403,6.175,6.958,7.696,8.445,9.203,9.913,10.693,11.422,12.161,12.910,13.733,14.568,15.350,16.142,16.945,17.760,18.586,19.423,20.273
NRC,NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,4.499,5.716,6.123,14.832,18.987,13.382,13.349,12.853,12.077,12.377,17.431,14.061,16.523,14.964,14.437,11.999,11.873,13.494,19.700,24.883,24.358,28.809,28.353,35.562,39.539,46.767
NHP,NEO PORTFÖY BİRİNCİ FON SEPETİ FONU,1.266,1.954,2.041,3.717,4.621,5.171,5.356,6.195,6.857,7.143,8.597,9.339,10.294,10.906,10.803,9.539,9.439,11.214,13.583,14.340,13.422,15.607,16.279,15.385,16.788,18.519
NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),6.575,9.002,10.016,20.757,25.195,18.829,18.340,17.133,16.252,15.550,20.108,17.819,20.000,18.235,18.479,16.017,15.517,19.857,25.390,26.654,21.818,30.139,29.552,38.764,43.469,52.910
NRG,NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU,0.834,1.625,2.428,3.244,4.073,4.916,5.773,6.580,7.401,8.234,9.014,9.806,10.542,11.357,12.183,12.951,13.802,14.593,15.394,16.208,16.957,17.639,18.330,19.029,19.657,20.452
NBZ,NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.362,0.638,1.154,1.980,3.322,4.486,4.972,5.438,5.851,5.976,6.526,7.304,8.025,8.905,9.538,10.650,11.468,12.149,13.778,14.259,14.777,15.464,13.740,13.950,14.367,14.678
NSK,NEO PORTFÖY BİRİNCİ SERBEST FON,0.796,1.604,2.380,3.214,4.062,4.876,5.899,6.692,7.801,8.417,8.935,9.774,10.198,10.039,13.376,14.343,15.152,16.624,15.913,17.586,18.874,19.247,20.190,19.372,21.277,20.571
NVB,NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON,0.830,1.608,2.398,3.268,4.084,4.914,5.756,6.613,7.410,8.219,9.041,9.798,10.567,11.425,12.216,13.019,13.833,14.659,15.413,16.262,16.950,17.647,18.352,19.066,19.697,20.519
NVZ,NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON,-0.515,0.003,-0.247,0.778,0.426,3.127,3.978,5.688,4.386,4.791,5.987,8.181,9.734,11.380,11.974,None,None,None,None,None,None,None,None,None,None,None
NZT,NEO PORTFÖY PARA PİYASASI SERBEST FON,0.802,1.616,2.444,3.285,4.141,5.010,5.839,6.681,7.479,8.347,9.111,9.945,10.732,11.592,12.402,13.225,14.059,14.906,15.765,16.570,17.318,18.144,18.913,19.620,20.479,21.278
NVT,NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,0.773,1.557,2.354,3.232,4.056,4.893,5.743,6.608,7.412,8.230,8.983,9.825,10.601,11.388,12.186,13.078,13.901,14.736,15.583,16.357,17.141,17.846,18.650,19.284,20.107,20.943
NJF,NUROL PORTFÖY ALTIN FONU,1.483,0.572,1.233,1.316,3.270,5.541,7.164,7.883,8.708,11.733,12.344,14.574,13.344,12.721,14.008,19.851,25.382,23.372,21.586,22.554,22.230,20.752,18.240,21.267,20.949,20.398
NJR,NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,0.819,1.596,2.385,3.186,4.000,4.827,5.606,6.336,7.139,7.890,8.652,9.425,10.209,10.938,11.743,12.492,13.252,14.021,14.801,15.519,16.247,17.058,17.805,18.561,19.251,20.026
NJY,NUROL PORTFÖY BİRİNCİ KATILIM FONU,0.737,1.405,2.123,2.810,3.424,4.254,4.970,5.182,6.041,6.519,7.090,7.801,8.521,8.977,8.794,9.528,10.131,10.883,11.838,12.128,11.886,12.760,14.550,14.753,16.242,17.291
NJG,NUROL PORTFÖY BİRİNCİ SERBEST FON,0.829,1.672,2.472,3.284,4.169,5.009,5.800,6.667,7.420,8.249,9.091,9.880,10.747,11.560,12.384,13.222,13.858,14.645,15.370,16.104,16.848,17.526,18.288,18.982,19.764,20.396
NSD,NUROL PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,0.297,0.909,1.402,2.161,3.269,4.719,5.335,6.238,6.470,6.863,7.854,9.321,10.254,11.811,12.490,13.225,14.335,14.942,16.384,16.666,16.880,17.560,16.052,16.628,17.320,18.225
PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,0.871,1.645,2.488,3.287,4.099,4.924,5.762,6.552,7.354,8.168,8.931,9.704,10.489,11.285,12.092,12.842,13.673,14.444,15.299,16.020,16.751,17.490,18.164,18.846,19.536,20.233
NTS,NUROL PORTFÖY TAŞINMAZ SEKTÖRÜ SERBEST FON,-0.760,-0.948,-1.322,6.199,4.920,3.671,3.261,2.652,3.877,4.709,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
NCS,NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,0.316,1.048,2.200,4.087,6.289,7.449,7.821,9.521,9.776,10.073,10.654,11.928,12.540,13.411,13.999,15.119,15.943,16.727,18.424,18.806,19.354,20.082,18.259,18.459,18.771,18.867
OPF,OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON,0.178,2.174,1.075,1.805,1.805,3.772,4.833,7.839,8.880,9.942,10.697,14.170,16.409,18.487,15.930,None,None,None,None,None,None,None,None,None,None,None
OIL,OSMANLI PORTFÖY AGRESİF FON SEPETİ FONU,2.066,1.170,1.255,3.373,4.851,3.950,6.045,7.077,7.696,9.054,10.246,10.397,9.946,9.896,7.888,4.129,2.023,3.639,5.169,4.489,4.896,6.982,10.095,8.858,10.649,13.078
OPD,OSMANLI PORTFÖY ANKA SERBEST FON,0.794,1.672,2.493,None,3.694,4.474,5.265,5.953,6.611,7.395,8.191,8.553,9.367,10.443,11.327,12.183,12.833,13.491,14.157,14.876,15.741,16.713,17.418,17.987,18.803,19.435
OUD,OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON,0.428,0.964,1.570,2.428,3.677,4.939,5.644,7.036,7.353,7.790,8.485,9.538,10.276,11.468,12.178,13.419,14.418,14.814,16.486,17.099,17.443,18.129,16.994,17.360,18.018,18.996
OPB,OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON,2.547,4.067,5.966,8.284,9.660,9.343,10.181,10.120,10.564,10.443,11.134,10.726,13.387,15.358,15.204,13.772,13.260,15.623,18.088,17.285,17.103,20.683,22.994,20.659,24.310,25.786
OLE,OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU,0.719,1.388,2.128,2.878,3.768,4.673,5.461,6.329,7.143,7.900,8.668,8.808,9.518,10.309,11.038,11.851,12.525,13.208,13.360,13.898,14.598,15.305,15.782,16.343,16.992,17.730
OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),6.356,9.009,12.651,16.846,19.360,16.023,16.528,14.164,12.732,10.456,10.634,7.032,10.704,12.180,10.758,4.060,3.157,8.717,11.950,9.070,6.198,14.861,22.201,17.707,26.139,29.126
ODP,OSMANLI PORTFÖY BİRİNCİ SERBEST FON,-0.270,3.276,3.732,6.951,5.210,8.204,8.705,12.587,12.784,13.726,15.867,20.345,24.398,28.097,23.743,22.164,26.716,27.152,26.778,23.625,23.803,22.861,23.684,25.121,22.396,21.704
OIR,OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU,1.396,2.483,3.240,4.608,5.459,6.013,6.886,7.519,8.224,8.677,9.662,9.398,10.597,11.616,11.685,11.138,11.479,12.655,12.655,12.515,12.795,13.999,15.082,15.082,15.890,17.086
OPL,OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON,2.362,3.277,4.466,5.711,6.212,7.408,7.925,8.509,8.201,8.756,9.916,9.821,11.101,11.982,12.744,13.078,14.677,15.721,15.371,14.780,13.347,14.642,16.606,16.856,18.159,18.600
OPI,OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),6.313,8.287,12.941,16.246,18.445,16.860,17.861,14.935,13.859,11.168,11.576,7.815,11.176,11.585,9.911,4.725,1.299,5.666,8.464,6.050,4.105,10.628,18.397,15.848,24.174,25.596
OLA,OSMANLI PORTFÖY İKİNCİ SERBEST (DÖVİZ- AVRO) FON,-0.447,0.080,-0.248,1.084,0.589,3.289,4.245,6.636,5.604,6.311,7.725,9.971,11.567,13.912,14.543,14.799,16.916,17.257,17.056,16.289,17.012,15.533,14.190,14.240,13.028,14.489
OSL,OSMANLI ASSET MANAGEMENT SHORT-TERM BONDS AND BILLS FUND,0.000,1.887,1.887,3.846,3.846,3.846,5.882,5.882,5.882,8.000,8.000,8.000,10.204,10.204,10.204,10.204,12.500,12.500,12.500,14.894,14.894,14.894,14.894,17.391,17.391,17.391
OSD,OSMANLI ASSET MANAGEMENT PRIVATE SECTOR BONDS FUND,0.781,1.574,2.379,3.198,4.123,4.970,5.806,6.607,7.420,8.246,9.085,9.858,10.669,11.546,12.436,13.286,14.121,14.911,15.655,16.525,17.348,18.184,18.971,19.768,20.576,21.395
OGD,OYAK PORTFÖY ALTIN KATILIM FONU,2.976,1.035,1.575,1.901,2.809,4.303,7.151,7.972,8.371,10.704,11.875,14.020,12.338,12.938,15.368,19.273,24.501,21.675,20.443,21.792,21.520,20.329,18.162,20.405,20.367,19.686
OKT,OYAK ASSET MANAGEMENT FIRST BONDS FUND,1.818,1.818,3.704,3.704,5.660,5.660,7.692,7.692,7.692,9.804,9.804,9.804,12.000,12.000,14.286,14.286,14.286,16.667,16.667,16.667,16.667,19.149,19.149,19.149,21.739,21.739
OKD,OYAK ASSET MANAGEMENT FIRST VARIABLE FUND,3.557,5.645,7.377,11.017,13.420,9.167,8.714,8.264,8.264,9.167,11.966,11.489,12.931,13.420,11.489,9.167,6.504,10.549,13.913,13.420,13.913,19.091,23.585,24.762,29.064,33.673
OFS,OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU,1.383,2.680,1.966,2.306,3.056,3.088,3.818,5.014,5.905,6.946,8.564,9.766,9.801,10.958,10.196,9.162,9.837,9.694,9.945,10.376,10.196,10.485,10.232,12.400,12.738,14.460
OHB,OYAK ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),5.551,7.868,10.432,16.281,20.846,13.776,12.632,10.902,9.976,10.451,13.836,13.121,15.005,14.664,11.269,5.403,2.388,8.602,11.502,9.796,7.370,12.911,18.251,16.802,21.930,29.729
OTK,OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON,1.532,3.514,4.963,8.158,11.988,6.258,4.581,-1.767,-1.175,-2.682,-0.260,0.058,2.437,3.296,-0.519,-0.920,0.291,1.085,2.620,4.139,4.423,5.899,8.260,7.584,7.450,7.786
OKP,OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.870,1.803,2.514,5.107,6.018,6.790,7.677,8.419,9.226,9.935,10.653,11.325,12.061,12.923,13.681,14.390,15.228,15.895,16.508,17.190,17.880,18.515,19.091,19.739,20.328,20.790
ODD,OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON,1.915,3.170,3.652,5.711,8.036,6.593,8.196,6.393,5.996,6.150,7.332,8.058,8.448,9.167,8.150,7.400,8.013,8.934,9.307,8.980,9.050,9.682,11.966,12.881,14.346,15.042
OBI,OYAK PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI (TL) FONU,0.507,1.389,1.761,4.758,4.443,4.758,6.284,6.774,12.673,15.008,16.262,13.224,13.689,12.036,13.040,12.581,12.856,13.969,12.126,13.410,10.430,8.614,9.385,9.818,14.818,15.391
OBP,OYAK ASSET MANAGEMENT SECOND VARIABLE FUND,1.149,2.326,4.762,8.642,10.000,8.642,8.642,8.642,10.000,11.392,12.821,12.821,14.286,14.286,14.286,14.286,14.286,15.789,18.919,18.919,18.919,22.222,23.944,23.944,31.343,33.333
OFI,OYAK PORTFÖY İKİNCİ FON SEPETİ FONU,0.706,2.148,0.706,0.542,1.200,3.285,3.631,5.758,5.159,6.061,6.916,8.798,8.989,10.351,10.154,10.417,12.017,9.828,10.812,10.879,11.411,10.417,9.569,9.763,8.862,9.828
ODS,OYAK PORTFÖY İKİNCİ SERBEST(DÖVİZ) FON,0.509,1.080,1.631,2.118,3.052,4.325,5.859,7.072,7.927,8.512,9.606,10.920,12.023,13.977,14.780,15.281,16.774,17.120,18.182,18.572,19.039,19.160,17.993,18.671,18.979,19.496
OHK,OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.988,8.296,10.137,13.938,16.701,13.248,12.342,6.921,6.989,7.535,9.707,10.862,13.707,14.402,9.778,6.112,3.695,5.514,10.426,10.862,9.564,16.540,24.464,23.551,33.123,32.808
OTJ,OYAK PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU,0.905,2.023,0.522,-0.189,-3.022,-1.763,1.437,4.386,1.974,4.284,4.903,9.007,6.539,7.677,8.615,11.827,15.674,10.198,9.855,11.945,11.709,7.622,7.186,10.716,9.855,8.895
PPP,PERFORM PORTFÖY PARA PİYASASI (TL) FONU,0.786,1.584,2.395,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),5.068,6.269,7.440,17.892,23.086,15.849,16.461,16.735,19.238,20.153,23.855,22.655,26.488,25.053,22.001,14.291,11.695,18.597,None,19.670,19.095,24.816,30.597,27.164,33.648,40.297
PPS,PHİLLİP PORTFÖY BİRİNCİ SERBEST FON,-1.011,0.136,0.410,2.228,1.874,3.819,4.335,8.260,9.798,10.376,10.709,10.792,11.044,11.296,11.465,11.550,11.805,12.061,12.061,11.976,11.976,11.976,11.976,11.890,11.720,11.720
PFO,PHİLLİP PORTFÖY FON SEPETİ FONU,0.766,1.543,1.543,4.361,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PJL,PHİLLİP PORTFÖY PARA PİYASASI FONU,0.810,1.574,2.350,3.199,4.000,4.813,5.576,6.349,7.134,7.864,8.603,9.353,10.114,10.814,11.524,12.315,13.043,13.856,None,15.288,15.979,16.678,17.385,18.022,18.665,19.397
PPE,PHİLLİP PORTFÖY SERBEST (DÖVİZ) FON,0.377,0.887,1.022,1.746,2.210,3.491,4.418,6.851,7.940,8.520,9.573,11.298,9.312,15.120,None,None,None,None,None,None,None,None,None,None,None,None
PBK,QİNVEST PORTFÖY BİRİNCİ KATILIM SERBEST(DÖVİZ) FON,0.350,0.833,1.281,2.021,3.064,4.214,4.941,6.052,6.432,6.933,7.691,8.608,9.485,10.706,11.408,12.204,13.129,13.294,14.855,15.009,15.472,16.096,14.597,15.309,15.224,15.763
PDF,QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.426,0.989,1.497,2.253,3.450,4.931,5.522,6.333,6.706,7.091,7.773,8.623,9.371,10.603,11.286,12.248,13.151,13.434,15.012,15.340,15.775,16.479,14.854,15.237,15.535,15.931
EIB,QİNVEST ASSET MANAGEMENT VARIABLE FUND,1.200,2.429,3.265,5.417,6.751,10.000,11.454,11.454,11.454,11.947,12.444,15.000,17.130,18.779,19.340,20.476,21.053,21.635,23.415,23.415,24.631,25.248,26.500,28.426,31.088,32.461
EID,QİNVEST ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),4.057,7.820,9.316,16.350,18.858,17.216,17.216,15.136,15.861,16.105,18.348,22.692,28.705,31.310,31.153,26.782,21.209,25.484,29.308,27.514,26.201,33.213,37.360,37.360,45.899,50.477
EIC,QİNVEST ASSET MANAGEMENT SECOND VARIABLE FUND,1.064,3.261,4.396,6.742,7.955,10.465,11.765,10.465,10.465,10.465,10.465,15.854,18.750,21.795,21.795,21.795,21.795,21.795,25.000,21.795,21.795,25.000,21.795,23.377,26.667,30.137
IZF,QİNVEST PORTFÖY İKİNCİ KATILIM SERBEST FON,1.439,1.490,2.662,3.076,5.907,6.292,6.458,5.633,5.361,5.470,5.415,7.806,9.013,8.608,8.263,8.091,8.955,9.188,10.906,9.716,10.546,11.511,8.723,8.897,11.027,13.241
PDD,QİNVEST PORTFÖY KATILIM FONU,1.360,2.033,3.146,3.975,5.854,7.333,7.615,7.286,7.099,7.615,7.946,9.630,10.816,11.368,10.966,10.816,11.722,12.078,13.527,12.902,13.423,14.639,13.057,12.283,14.799,16.651
ELZ,QİNVEST PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),5.641,8.365,10.651,13.468,16.250,14.682,14.576,10.667,10.156,10.124,12.042,14.345,17.060,19.114,17.918,11.518,7.655,10.271,15.832,15.254,13.364,18.751,24.529,20.042,28.666,31.479
KIS,QİNVEST ASSET MANAGEMENT LEASE CERTIFICATE PARTICIPATION (FX) FUND,0.820,0.820,1.653,2.500,3.361,5.128,6.034,6.957,7.895,7.895,8.850,9.821,10.811,11.818,12.844,13.889,14.953,12.844,13.889,13.889,14.953,14.953,13.889,14.953,14.953,14.953
EKF,QİNVEST ASSET MANAGEMENT LEASE CERTIFICATE PARTICIPATION FUND,0.000,0.000,2.128,2.128,4.348,4.348,4.348,6.667,6.667,6.667,9.091,9.091,9.091,9.091,9.091,11.628,11.628,11.628,11.628,11.628,14.286,14.286,11.628,14.286,14.286,17.073
EIL,QİNVEST ASSET MANAGEMENT MONEY MARKET FUND,0.831,1.615,2.411,3.220,4.042,4.812,5.594,6.387,7.192,8.010,8.701,9.472,10.110,10.828,11.483,12.071,12.741,13.418,14.027,14.642,15.186,15.815,16.450,16.930,17.415,17.904
OJK,QNB FİNANS PORTFÖY ALTIN FONU,3.491,0.933,1.832,2.589,4.164,4.764,7.754,7.552,7.929,10.675,11.850,13.468,12.227,12.164,14.474,18.718,23.786,21.864,20.578,21.678,21.383,20.615,17.949,19.964,20.180,19.856
OJB,QNB FİNANS PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,0.344,0.846,1.331,2.120,3.395,4.558,5.023,5.480,5.752,5.982,6.524,7.260,7.968,8.819,9.421,10.498,11.306,11.988,13.598,14.063,14.561,15.225,13.462,13.635,13.992,14.263
BID,QNB FİNANS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.559,8.416,11.188,16.592,21.408,18.917,16.332,10.482,6.861,5.778,8.868,5.404,6.697,4.402,2.757,-3.825,-5.991,-2.202,6.971,9.727,10.423,17.777,26.179,25.195,30.764,31.672
FNO,QNB FINANS ASSET MANAGEMENT FIRST VARIABLE FUND,0.000,1.250,2.532,5.195,5.195,6.579,6.579,8.000,8.000,9.459,9.459,9.459,10.959,10.959,9.459,9.459,9.459,10.959,12.500,12.500,12.500,14.085,14.085,12.500,14.085,17.391
FYD,QNB FINANS ASSET MANAGEMENT FIRST EQUITY FUND  (EQUITY-INTENSIVE FUND),4.389,6.299,8.477,15.785,18.587,15.500,15.540,14.174,15.642,15.785,19.494,16.566,19.255,18.888,16.174,10.151,7.096,11.290,13.936,12.453,9.307,14.532,19.538,12.126,16.545,25.000
FPZ,QNB FİNANS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.405,0.972,1.451,2.301,3.477,4.675,5.216,5.816,6.164,6.692,7.387,8.440,9.153,10.594,11.426,12.283,13.289,13.812,15.531,15.780,16.214,16.596,15.025,15.615,15.655,16.377
FI3,QNB FINANS ASSET MANAGEMENT BONDS FUND,0.313,1.242,1.127,2.523,1.589,1.682,2.823,3.136,4.248,4.930,5.811,6.249,6.549,7.116,7.043,7.502,8.123,9.021,9.919,10.034,10.250,11.502,9.475,8.754,10.499,11.079
FFH,QNB FİNANS PORTFÖY ÇOKLU VARLIK KATILIM FONU,1.667,3.167,3.774,5.437,6.440,7.018,7.429,7.913,8.156,8.296,9.462,9.712,10.946,11.573,10.690,9.928,10.036,11.314,13.039,13.115,12.849,14.310,15.411,13.999,15.173,16.736
OVD,QNB FİNANS PORTFÖY EMTİA FON SEPETİ FONU,-0.068,2.528,1.530,1.671,1.530,4.286,4.960,5.263,2.027,2.600,2.241,3.473,2.528,3.107,3.546,6.259,9.037,5.491,6.259,6.105,7.353,7.432,7.670,8.068,6.182,7.590
FUB,QNB FINANS ASSET MANAGEMENT EUROBOND (FOREIGN CURRENCY) DEBT INSTRUMENTS FUND,0.261,1.053,1.053,2.128,2.128,3.504,4.348,6.667,7.563,7.865,9.091,10.663,11.304,13.609,14.627,14.627,16.012,16.364,17.431,17.791,18.885,19.255,17.791,18.885,17.791,19.255
FFP,QNB FİNANS PORTFÖY FON SEPETİ FONU,1.827,2.167,2.887,4.643,5.146,5.580,6.166,6.832,6.535,7.885,8.534,9.975,10.411,11.091,11.576,13.100,14.794,14.238,14.794,15.530,15.443,14.966,14.966,15.312,15.356,15.617
FKE,QNB FİNANS PORTFÖY KRİSTAL SERBEST (DÖVİZ-AVRO) FON,-0.554,-0.042,-0.357,0.648,0.320,3.013,3.899,5.609,4.313,4.707,5.915,8.096,9.629,11.263,11.828,12.077,14.054,14.593,14.834,14.376,15.089,13.913,12.460,12.319,11.292,12.403
FYO,QNB FINANS ASSET MANAGEMENT PRIVATE SECTOR BONDS FUND,0.490,1.235,1.990,2.500,3.275,4.061,4.592,5.398,5.943,6.771,7.330,8.179,8.753,9.333,10.215,10.811,11.413,12.022,12.637,13.260,13.889,14.525,15.169,15.819,16.477,17.143
FSK,QNB FİNANS PORTFÖY PARA PİYASASI SERBEST (TL) FON,0.787,1.587,2.400,3.226,4.065,4.864,5.731,6.556,7.394,8.188,8.936,9.695,10.464,11.244,12.035,12.837,13.588,14.350,15.121,15.837,16.562,17.230,17.904,18.519,19.139,19.766
OJT,QNB FİNANS PORTFÖY TEKNOLOJİ FON SEPETİ FONU,-0.425,4.878,6.354,10.725,9.127,10.205,10.595,14.206,12.722,13.459,16.563,21.456,25.455,30.885,27.157,25.053,29.439,33.153,33.647,31.399,31.917,32.364,35.423,37.975,36.409,33.953
OLD,QNB FİNANS PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU,2.043,3.829,0.583,0.636,-2.316,0.000,1.011,5.562,6.809,7.902,7.292,12.641,14.475,14.822,10.606,5.738,8.272,5.856,5.211,2.484,3.321,0.370,3.603,1.988,-1.146,-3.163
RBR,RE-PIE  PORTFÖY BİRİNCİ KATILIM SERBEST FON,0.600,1.207,2.053,2.599,3.390,3.870,4.355,4.926,5.503,6.171,6.762,7.360,7.791,8.139,8.401,8.664,9.017,None,9.730,9.910,10.181,11.001,11.093,10.909,11.001,11.185
RJG,RE-PIE PORTFÖY ALTIN KATILIM FONU,3.140,0.557,1.498,1.976,3.337,4.836,7.968,7.861,8.945,10.952,12.099,13.627,10.952,11.637,None,None,None,None,None,None,None,None,None,None,None,None
RPD,RE-PIE PORTFÖY BİRİNCİ DEĞİŞKEN FON,2.335,3.172,4.206,5.998,6.852,8.737,9.252,9.140,9.545,9.932,9.342,11.060,12.929,13.997,13.436,12.354,12.857,15.462,18.164,18.666,17.796,20.036,22.760,28.409,31.238,33.049
RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),5.925,8.081,10.189,16.373,19.062,15.301,15.720,14.810,16.026,13.766,12.344,13.361,16.296,17.230,14.211,8.955,7.849,11.699,17.348,17.230,13.582,20.000,22.133,21.288,25.501,32.476
RTP,RE-PIE PORTFÖY BİRİNCİ SERBEST FON,4.213,5.872,7.698,9.708,11.395,10.999,12.258,10.968,10.545,8.767,8.187,9.088,11.886,14.250,15.518,13.961,14.121,14.864,19.605,19.148,17.970,20.529,22.605,22.052,24.524,25.371
RIK,RE-PIE PORTFÖY İKİNCİ DEĞİŞKEN FON,0.711,1.329,1.850,2.588,3.229,5.763,6.789,8.543,9.322,10.479,10.479,11.599,12.358,13.517,14.302,15.166,17.139,19.326,21.819,22.195,23.029,23.566,24.419,29.712,31.607,32.133
RPG,ROTA PORTFÖY ALTIN FONU,2.091,1.009,1.521,1.418,2.614,4.707,6.944,None,7.403,10.242,11.284,12.916,12.031,12.980,14.596,19.880,24.969,23.124,22.073,22.973,22.672,20.821,21.113,20.312,20.168,19.952
RPS,ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.503,1.132,1.736,2.525,3.622,4.835,5.814,6.803,7.347,7.669,8.496,9.525,10.634,11.783,12.445,13.472,14.697,15.096,16.750,17.159,17.675,18.453,17.321,17.627,18.079,18.505
CPT,ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON,-0.741,3.977,6.244,10.062,7.631,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),4.684,7.002,8.364,14.579,16.977,14.249,12.843,None,12.594,9.997,15.021,13.021,12.808,13.596,13.994,9.727,5.053,9.794,16.029,16.558,15.541,24.860,33.036,32.690,41.232,53.082
RPT,ROTA PORTFÖY İKİNCİ SERBEST (TL) FON,0.835,1.684,2.547,3.425,4.318,5.162,6.019,6.890,7.776,8.606,9.450,10.235,11.104,11.913,12.583,13.262,13.872,14.722,15.663,16.380,17.105,18.004,18.833,19.505,20.442,21.219
RPC,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,1.606,3.265,1.981,4.979,4.188,5.278,5.781,None,9.496,10.977,11.988,15.493,17.391,22.118,18.777,15.313,16.649,16.834,16.711,13.772,14.183,13.364,16.159,12.557,11.480,12.500
